Model,MSE,RMSE,MAE,R²,MAPE (%),Direction Accuracy (%),Sample Size
GARCH-LSTM,6.805613e-06,0.002608757,0.0021705416,0.012627339750837185,48.63479733467102,56.00000000000001,51
