,"开盘价
[单位] 元","收盘价
[单位] 元"
时间,沪深300,沪深300
2024/01/08,3322.6051,3286.0564
2024/01/09,3286.7083,3292.4994
2024/01/10,3281.6692,3277.129
2024/01/11,3275.3086,3295.6717
2024/01/12,3284.358,3284.1667
2024/01/15,3270.1029,3280.9195
2024/01/16,3272.571,3300.8762
2024/01/17,3291.1392,3229.082
2024/01/18,3214.2844,3274.7286
2024/01/19,3261.2393,3269.7763
2024/01/22,3262.4685,3218.9016
2024/01/23,3208.4316,3231.9329
2024/01/24,3245.9592,3277.1089
2024/01/25,3274.3391,3342.9189
2024/01/26,3326.6465,3333.8213
2024/01/29,3335.3936,3303.9604
2024/01/30,3283.8977,3245.0387
2024/01/31,3231.5425,3215.3518
2024/02/01,3202.2564,3217.7109
2024/02/02,3219.8734,3179.6276
2024/02/05,3164.25,3200.4218
2024/02/06,3185.2498,3311.6922
2024/02/07,3314.0306,3343.6303
2024/02/08,3351.4052,3364.9297
2024/02/19,3393.1916,3403.8078
2024/02/20,3395.1916,3410.8542
2024/02/21,3390.3619,3456.8713
2024/02/22,3450.3518,3486.6747
2024/02/23,3491.3367,3489.7416
2024/02/26,3485.5427,3453.3585
2024/02/27,3440.0516,3494.7874
2024/02/28,3499.8257,3450.2598
2024/02/29,3437.8984,3516.0826
2024/03/01,3515.0587,3537.8038
2024/03/04,3538.366,3540.8686
2024/03/05,3524.9644,3565.5143
2024/03/06,3556.5323,3551.0481
2024/03/07,3548.1007,3529.7195
2024/03/08,3529.5509,3544.9099
2024/03/11,3545.9427,3589.2635
2024/03/12,3592.5826,3597.4939
2024/03/13,3594.4211,3572.361
2024/03/14,3571.7885,3562.2229
2024/03/15,3554.9068,3569.993
2024/03/18,3577.0564,3603.528
2024/03/19,3593.3396,3577.6303
2024/03/20,3568.7158,3585.3838
2024/03/21,3593.07,3581.0902
2024/03/22,3571.2736,3545.0023
2024/03/25,3536.7136,3525.7634
2024/03/26,3526.6818,3543.7467
2024/03/27,3538.7244,3502.7866
2024/03/28,3498.482,3520.9648
2024/03/29,3516.883,3537.4843
2024/04/01,3551.5815,3595.6466
2024/04/02,3593.2206,3580.6759
2024/04/03,3578.6835,3567.8031
2024/04/08,3553.5554,3536.4077
2024/04/09,3533.3849,3533.4871
2024/04/10,3528.9679,3504.7086
2024/04/11,3485.0294,3504.2447
2024/04/12,3505.7499,3475.8389
2024/04/15,3473.5047,3549.0759
2024/04/16,3533.3636,3511.1146
2024/04/17,3509.1318,3565.403
2024/04/18,3550.5562,3569.8018
2024/04/19,3550.6087,3541.6619
2024/04/22,3536.1844,3530.9045
2024/04/23,3525.6681,3506.2249
2024/04/24,3514.0108,3521.6219
2024/04/25,3510.6396,3530.2813
2024/04/26,3531.9647,3584.2686
2024/04/29,3584.5427,3623.9124
2024/04/30,3619.2586,3604.3943
2024/05/06,3654.0485,3657.8767
2024/05/07,3657.0007,3659.0076
2024/05/08,3650.7484,3630.2233
2024/05/09,3630.4142,3664.561
2024/05/10,3669.0869,3666.2771
2024/05/13,3646.3491,3664.6907
2024/05/14,3668.2254,3657.0454
2024/05/15,3651.0536,3626.0559
2024/05/16,3636.6007,3640.3592
2024/05/17,3638.5613,3677.9696
2024/05/20,3682.0615,3690.9623
2024/05/21,3682.2868,3676.1611
2024/05/22,3675.6471,3684.451
2024/05/23,3672.8403,3641.7917
2024/05/24,3630.827,3601.4754
2024/05/27,3606.645,3635.7079
2024/05/28,3633.2535,3609.1724
2024/05/29,3609.0708,3613.5223
2024/05/30,3607.0522,3594.3121
2024/05/31,3599.8196,3579.9247
2024/06/03,3577.3798,3588.7483
2024/06/04,3583.8104,3615.6714
2024/06/05,3610.3601,3594.7936
2024/06/06,3602.1554,3592.2454
2024/06/07,3594.6335,3574.1143
2024/06/11,3555.8186,3542.8771
2024/06/12,3539.0947,3544.1225
2024/06/13,3548.2162,3526.1306
2024/06/14,3514.7998,3541.5331
2024/06/17,3521.4365,3536.1986
2024/06/18,3533.4875,3545.5902
2024/06/19,3543.3599,3528.749
2024/06/20,3525.1687,3503.2817
2024/06/21,3496.3428,3495.6198
2024/06/24,3473.6392,3476.8102
2024/06/25,3475.1648,3457.9023
2024/06/26,3451.5389,3480.2648
2024/06/27,3467.2888,3454.1175
2024/06/28,3443.6744,3461.657
2024/07/01,3458.2636,3478.1827
2024/07/02,3472.4527,3471.7857
2024/07/03,3471.5556,3463.4141
2024/07/04,3468.2958,3445.8128
2024/07/05,3443.3588,3431.0605
2024/07/08,3420.8033,3401.7604
2024/07/09,3396.8044,3439.8111
2024/07/10,3425.8818,3428.9657
2024/07/11,3451.0442,3468.169
2024/07/12,3459.9564,3472.4014
2024/07/15,3462.6113,3476.2467
2024/07/16,3466.8523,3498.2827
2024/07/17,3494.209,3501.5836
2024/07/18,3483.2975,3520.931
2024/07/19,3500.8052,3539.0156
2024/07/22,3538.4012,3514.9249
2024/07/23,3509.7887,3439.8779
2024/07/24,3432.3459,3418.1663
2024/07/25,3404.611,3399.2716
2024/07/26,3403.7084,3409.2931
2024/07/29,3404.3663,3390.742
2024/07/30,3380.6893,3369.3821
2024/07/31,3364.0268,3442.0844
2024/08/01,3443.1397,3419.2666
2024/08/02,3393.9167,3384.3919
2024/08/05,3362.1117,3343.3205
2024/08/06,3367.3517,3342.9789
2024/08/07,3338.5909,3341.489
2024/08/08,3332.4281,3342.9369
2024/08/09,3358.128,3331.6274
2024/08/12,3327.5561,3325.8645
2024/08/13,3328.0138,3334.3903
2024/08/14,3332.7866,3309.2389
2024/08/15,3301.4455,3341.953
2024/08/16,3342.0346,3345.634
2024/08/19,3344.2614,3356.9677
2024/08/20,3361.6394,3332.7034
2024/08/21,3322.9134,3321.635
2024/08/22,3322.8723,3313.1357
2024/08/23,3305.9307,3327.1905
2024/08/26,3330.7184,3324.2231
2024/08/27,3315.686,3305.3338
2024/08/28,3298.9089,3286.4956
2024/08/29,3273.541,3277.6812
2024/08/30,3273.7532,3321.4323
2024/09/02,3307.5432,3265.011
2024/09/03,3261.741,3273.4282
2024/09/04,3253.898,3252.1649
2024/09/05,3252.96,3257.7578
2024/09/06,3261.1542,3231.3457
2024/09/09,3214.7996,3192.9516
2024/09/10,3193.4557,3195.7552
2024/09/11,3187.0508,3186.1299
2024/09/12,3189.4271,3172.4747
2024/09/13,3174.0344,3159.247
2024/09/18,3158.8179,3171.0102
2024/09/19,3178.3959,3196.0357
2024/09/20,3192.4322,3201.0497
2024/09/23,3200.8678,3212.7639
2024/09/24,3244.6468,3351.909
2024/09/25,3403.7021,3401.533
2024/09/26,3399.3188,3545.3204
2024/09/27,3617.9203,3703.6849
2024/09/30,3846.6515,4017.8545
2024/10/08,4450.3675,4256.0962
2024/10/09,4168.8436,3955.9839
2024/10/10,3979.6116,3997.7879
2024/10/11,3969.7576,3887.167
2024/10/14,3915.2186,3961.3424
2024/10/15,3942.5342,3855.9949
2024/10/16,3806.1373,3831.589
2024/10/17,3853.841,3788.2217
2024/10/18,3780.3143,3925.234
2024/10/21,3946.9016,3935.1974
2024/10/22,3923.7443,3957.7755
2024/10/23,3955.3191,3973.2089
2024/10/24,3950.8987,3928.8334
2024/10/25,3931.3205,3956.421
2024/10/28,3953.1063,3964.1569
2024/10/29,3970.008,3924.649
2024/10/30,3904.1595,3889.4487
2024/10/31,3888.4229,3891.0396
2024/11/01,3882.4579,3890.0203
2024/11/04,3897.7144,3944.7619
2024/11/05,3937.6228,4044.5725
2024/11/06,4051.2891,4024.2831
2024/11/07,3987.2665,4145.6952
2024/11/08,4192.0794,4104.047
2024/11/11,4066.9336,4131.1312
2024/11/12,4133.3528,4085.743
2024/11/13,4059.5898,4110.8901
2024/11/14,4101.2228,4039.6191
2024/11/15,4025.6482,3968.8308
2024/11/18,3982.1036,3950.3806
2024/11/19,3954.6038,3976.8912
2024/11/20,3966.1238,3985.7727
2024/11/21,3979.4554,3989.2979
2024/11/22,3984.2435,3865.6989
2024/11/25,3875.6126,3848.0909
2024/11/26,3836.259,3840.1847
2024/11/27,3829.3442,3907.0447
2024/11/28,3904.2525,3872.5505
2024/11/29,3869.8903,3916.5832
2024/12/02,3909.7029,3947.632
2024/12/03,3946.7034,3951.8912
2024/12/04,3948.13,3930.5568
2024/12/05,3916.5638,3921.5881
2024/12/06,3923.8954,3973.1405
2024/12/09,3970.6628,3966.5708
2024/12/10,4094.05,3995.6369
2024/12/11,3988.0179,3988.8308
2024/12/12,3987.1525,4028.5048
2024/12/13,4000.9854,3933.1808
2024/12/16,3930.7807,3911.8416
2024/12/17,3908.1263,3922.0334
2024/12/18,3934.5425,3941.89
2024/12/19,3911.8901,3945.4635
2024/12/20,3937.4722,3927.7441
2024/12/23,3928.1493,3933.5718
2024/12/24,3934.9422,3983.6882
2024/12/25,3987.9557,3985.6291
2024/12/26,3981.7317,3987.4801
2024/12/27,3987.0189,3981.0307
2024/12/30,3976.7004,3999.0549
2024/12/31,3995.8705,3934.9109
2025/01/02,3931.8155,3820.3952
2025/01/03,3825.2426,3775.1648
2025/01/06,3775.9902,3768.9697
2025/01/07,3760.866,3796.1055
2025/01/08,3781.261,3789.2153
2025/01/09,3780.7341,3779.8773
2025/01/10,3778.8928,3732.4806
2025/01/13,3704.4442,3722.513
2025/01/14,3728.5561,3820.5395
2025/01/15,3810.0353,3796.026
2025/01/16,3812.1935,3800.3836
2025/01/17,3788.3729,3812.3429
2025/01/20,3835.3042,3829.6764
2025/01/21,3850.3563,3832.6145
2025/01/22,3823.9447,3797.0166
2025/01/23,3829.0462,3803.7439
2025/01/24,3793.8498,3832.8637
2025/01/27,3836.9578,3817.0802
2025/02/05,3844.6998,3795.0848
2025/02/06,3789.6086,3842.8314
2025/02/07,3844.0574,3892.7028
2025/02/10,3898.1023,3901.0618
2025/02/11,3905.1594,3883.1352
2025/02/12,3875.9596,3919.8617
2025/02/13,3913.9044,3905.1398
2025/02/14,3900.8274,3939.0085
2025/02/17,3954.4147,3947.3983
2025/02/18,3942.5761,3912.7829
2025/02/19,3906.2201,3940.1602
2025/02/20,3934.6503,3928.8959
2025/02/21,3938.0518,3978.444
2025/02/24,3972.4831,3969.7169
2025/02/25,3933.636,3925.6505
2025/02/26,3931.842,3959.9413
2025/02/27,3961.0635,3968.1159
2025/02/28,3950.1866,3890.0487
2025/03/03,3899.6962,3888.4738
2025/03/04,3865.9939,3885.2208
2025/03/05,3887.7992,3902.5706
2025/03/06,3923.3827,3956.2369
2025/03/07,3944.9145,3944.0143
2025/03/10,3945.5795,3928.8018
2025/03/11,3890.4305,3941.4157
2025/03/12,3946.8623,3927.2315
2025/03/13,3925.7439,3911.5793
2025/03/14,3919.6159,4006.5567
2025/03/17,4020.6402,3996.7876
2025/03/18,4011.7794,4007.7229
2025/03/19,4004.8251,4010.168
2025/03/20,4011.0588,3974.9918
2025/03/21,3966.5146,3914.6956
2025/03/24,3916.1136,3934.8486
2025/03/25,3937.8975,3932.2951
2025/03/26,3930.2073,3919.3566
2025/03/27,3911.3841,3932.4117
2025/03/28,3930.7763,3915.1662
2025/03/31,3905.9815,3887.3056
2025/04/01,3892.7794,3887.6841
2025/04/02,3884.4181,3884.3858
2025/04/03,3843.4177,3861.5034
2025/04/07,3675.2017,3589.4406
2025/04/08,3597.9859,3650.759
2025/04/09,3606.1036,3686.7943
2025/04/10,3749.1262,3735.1151
2025/04/11,3730.3148,3750.5167
2025/04/14,3772.0407,3759.1422
2025/04/15,3756.4788,3761.2348
2025/04/16,3757.8757,3772.8204
2025/04/17,3755.0862,3772.2221
2025/04/18,3760.0425,3772.523
2025/04/21,3768.1421,3784.8806
2025/04/22,3780.1122,3783.9522
2025/04/23,3803.4295,3786.8824
2025/04/24,3787.459,3784.3574
2025/04/25,3792.0838,3786.9937
2025/04/28,3786.3867,3781.6188
2025/04/29,3776.0025,3775.0767
2025/04/30,3775.8306,3770.5705
2025/05/06,3794.3757,3808.5424
2025/05/07,3861.5767,3831.627
2025/05/08,3820.5481,3852.8963
2025/05/09,3848.6187,3846.1566
2025/05/12,3866.5305,3890.6096
2025/05/13,3915.5924,3896.2583
2025/05/14,3894.8386,3943.2108
2025/05/15,3934.0273,3907.1992
2025/05/16,3898.6662,3889.0854
2025/05/19,3882.5677,3877.1453
2025/05/20,3883.1024,3898.1705
2025/05/21,3899.4365,3916.3807
2025/05/22,3912.6007,3913.8651
2025/05/23,3910.3739,3882.2741
2025/05/26,3875.7891,3860.1067
2025/05/27,3857.6271,3839.3969
2025/05/28,3843.0747,3836.2366
2025/05/29,3838.0092,3858.6998
2025/05/30,3850.493,3840.2323
2025/06/03,3833.4584,3852.0127
2025/06/04,3855.4878,3868.7429
2025/06/05,3872.6373,3877.5557
2025/06/06,3878.1027,3873.9841
2025/06/09,3877.7977,3885.2459
2025/06/10,3887.5512,3865.4652
2025/06/11,3870.6719,3894.6252
2025/06/12,3885.5196,3892.1992
2025/06/13,3881.4923,3864.1822
2025/06/16,3853.6193,3873.7951
2025/06/17,3875.1768,3870.3786
2025/06/18,3871.6502,3874.9708
2025/06/19,3870.049,3843.0912
2025/06/20,3839.7833,3846.6443
2025/06/23,3831.1703,3857.9016
2025/06/24,3862.3876,3904.0342
2025/06/25,3907.0682,3960.0662
2025/06/26,3953.1603,3946.0195
2025/06/27,3949.7879,3921.7578
2025/06/30,3920.3149,3936.0791
2025/07/01,3935.9078,3942.762
2025/07/02,3943.3232,3943.6849
2025/07/03,3949.3998,3968.0676
2025/07/04,3967.4637,3982.2034
2025/07/07,3977.2881,3965.1746
2025/07/08,3965.426,3998.4527
2025/07/09,3997.5044,3991.4006
2025/07/10,3993.4196,4010.0243
2025/07/11,4011.4652,4014.807
2025/07/14,4021.2135,4017.6678
2025/07/15,4023.9896,4019.0644
2025/07/16,4019.3925,4007.2019
2025/07/17,4005.067,4034.491
2025/07/18,4039.8712,4058.5486
2025/07/21,4069.7685,4085.6072
2025/07/22,4087.3354,4118.9582
2025/07/23,4129.1476,4119.7685
2025/07/24,4116.8312,4149.0368
2025/07/25,4145.3195,4127.1634
2025/07/28,4128.1993,4135.8242
2025/07/29,4132.6833,4152.0247
2025/07/30,4148.9405,4151.2379
2025/07/31,4141.5612,4075.5912
2025/08/01,4069.9254,4054.9286
2025/08/04,4037.9378,4070.7023
2025/08/05,4080.3877,4103.45
2025/08/06,4100.4283,4113.4852
2025/08/07,4120.2822,4114.666
2025/08/08,4109.2734,4104.9669
2025/08/11,4110.2939,4122.5106
2025/08/12,4123.5762,4143.8252
2025/08/13,4150.5037,4176.5776
2025/08/14,4179.965,4173.3131
2025/08/15,4162.4205,4202.3533
2025/08/18,4218.2471,4239.4125
2025/08/19,4241.7651,4223.3741
2025/08/20,4208.4005,4271.3958
2025/08/21,4284.3712,4288.0707
2025/08/22,4287.3633,4377.9977
2025/08/25,4416.2924,4469.2217
2025/08/26,4453.3526,4452.5905
2025/08/27,4458.8399,4386.1266
2025/08/28,4378.0351,4463.782
2025/08/29,4455.8034,4496.7591
2025/09/01,4516.8787,4523.7111
2025/09/02,4521.9828,4490.4528
2025/09/03,4501.3388,4459.8296
2025/09/04,4461.2503,4365.2085
2025/09/05,4365.6083,4460.3249
2025/09/08,4467.1693,4467.5733
2025/09/09,4448.739,4436.2584
2025/09/10,4438.2998,4445.3649
2025/09/11,4438.839,4548.0345
2025/09/12,4544.5905,4521.998
2025/09/15,4534.8866,4533.0557
2025/09/16,4539.9217,4523.3367
2025/09/17,4517.2855,4551.023
2025/09/18,4546.0319,4498.109
2025/09/19,4499.0906,4501.9195
2025/09/22,4512.0251,4522.608
2025/09/23,4536.7569,4519.7781
2025/09/24,4495.2659,4566.0708
,,
数据来源：Wind,,
