Symbol,Name,Date,open,high,low,close,pct_chg,amount,
SPX.GI,S&P 500,2024-08-29 11:45,5634.48,5634.6,5630.1,5631.1,-0.0006,0,
SPX.GI,S&P 500,2024-08-29 11:50,5630.9,5634.27,5630.71,5633.09,0.0004,0,
SPX.GI,S&P 500,2024-08-29 11:55,5633.08,5634.16,5631.11,5634.16,0.0002,0,
SPX.GI,S&P 500,2024-08-29 12:00,5634.07,5637.27,5632.3,5637.27,0.0006,0,
SPX.GI,S&P 500,2024-08-29 12:05,5637.35,5640.75,5637.17,5640.5,0.0006,0,
SPX.GI,S&P 500,2024-08-29 12:10,5640.47,5643.77,5640.02,5642.5,0.0004,0,
SPX.GI,S&P 500,2024-08-29 12:15,5642.68,5645.78,5642.64,5645.22,0.0005,0,
SPX.GI,S&P 500,2024-08-29 12:20,5645.13,5645.13,5638.64,5641,-0.0007,0,
SPX.GI,S&P 500,2024-08-29 12:25,5640.96,5644.93,5640.84,5644.2,0.0006,0,
SPX.GI,S&P 500,2024-08-29 12:30,5644.32,5644.49,5641.44,5643.77,-0.0001,0,
SPX.GI,S&P 500,2024-08-29 12:35,5643.76,5645.49,5643.18,5644.55,0.0001,0,
SPX.GI,S&P 500,2024-08-29 12:40,5644.3,5644.82,5642.8,5644.59,0,0,
SPX.GI,S&P 500,2024-08-29 12:45,5644.54,5646.22,5644.14,5644.44,0,0,
SPX.GI,S&P 500,2024-08-29 12:50,5644.35,5646.9,5641.54,5642.14,-0.0004,0,
SPX.GI,S&P 500,2024-08-29 12:55,5642.11,5643.23,5637.43,5639.12,-0.0005,0,
SPX.GI,S&P 500,2024-08-29 13:00,5639.14,5642.32,5638.42,5638.48,-0.0001,0,
SPX.GI,S&P 500,2024-08-29 13:05,5638.68,5640.38,5637.28,5639.78,0.0002,0,
SPX.GI,S&P 500,2024-08-29 13:10,5639.69,5640.56,5636.55,5637.04,-0.0005,0,
SPX.GI,S&P 500,2024-08-29 13:15,5637,5637.05,5632.71,5634.19,-0.0005,0,
SPX.GI,S&P 500,2024-08-29 13:20,5634.07,5635.85,5633.92,5635.69,0.0003,0,
SPX.GI,S&P 500,2024-08-29 13:25,5635.68,5636.58,5634.22,5634.4,-0.0002,0,
SPX.GI,S&P 500,2024-08-29 13:30,5634.48,5637.4,5633.79,5634.76,0.0001,0,
SPX.GI,S&P 500,2024-08-29 13:35,5634.85,5636.56,5634.41,5635.98,0.0002,0,
SPX.GI,S&P 500,2024-08-29 13:40,5636.01,5636.94,5633.01,5634.47,-0.0003,0,
SPX.GI,S&P 500,2024-08-29 13:45,5634.35,5638.12,5632.96,5634.84,0.0001,0,
SPX.GI,S&P 500,2024-08-29 13:50,5634.97,5634.97,5630.41,5631.91,-0.0005,0,
SPX.GI,S&P 500,2024-08-29 13:55,5632.04,5636.78,5632.04,5636.62,0.0008,0,
SPX.GI,S&P 500,2024-08-29 14:00,5636.46,5638.87,5633.07,5633.07,-0.0006,0,
SPX.GI,S&P 500,2024-08-29 14:05,5632.09,5633.84,5629.32,5633.16,0,0,
SPX.GI,S&P 500,2024-08-29 14:10,5633,5633.23,5629.49,5630.31,-0.0005,0,
SPX.GI,S&P 500,2024-08-29 14:15,5630.66,5631.83,5628.19,5628.49,-0.0003,0,
SPX.GI,S&P 500,2024-08-29 14:20,5628.6,5629.89,5627.47,5628.34,0,0,
SPX.GI,S&P 500,2024-08-29 14:25,5628.48,5630.36,5628.1,5628.54,0,0,
SPX.GI,S&P 500,2024-08-29 14:30,5628.5,5628.53,5609.16,5611.6,-0.003,0,
SPX.GI,S&P 500,2024-08-29 14:35,5611.68,5614.11,5606.48,5609.19,-0.0004,0,
SPX.GI,S&P 500,2024-08-29 14:40,5609.05,5609.8,5594.9,5597.59,-0.0021,0,
SPX.GI,S&P 500,2024-08-29 14:45,5598.51,5600.53,5587.19,5590.89,-0.0012,0,
SPX.GI,S&P 500,2024-08-29 14:50,5590.91,5594.93,5583.71,5587.3,-0.0006,0,
SPX.GI,S&P 500,2024-08-29 14:55,5587.19,5599.43,5583.95,5597.09,0.0018,0,
SPX.GI,S&P 500,2024-08-29 15:00,5597.02,5597.78,5588.59,5588.59,-0.0015,0,
SPX.GI,S&P 500,2024-08-29 15:05,5588.74,5594.93,5588.39,5594.93,0.0011,0,
SPX.GI,S&P 500,2024-08-29 15:10,5595.68,5596.02,5589.02,5591.49,-0.0006,0,
SPX.GI,S&P 500,2024-08-29 15:15,5591.43,5594.02,5586.23,5591.4,0,0,
SPX.GI,S&P 500,2024-08-29 15:20,5591.1,5600.52,5591.1,5595.31,0.0007,0,
SPX.GI,S&P 500,2024-08-29 15:25,5595.19,5599.26,5592.1,5599.06,0.0007,0,
SPX.GI,S&P 500,2024-08-29 15:30,5599.31,5605.95,5597.35,5600.83,0.0003,0,
SPX.GI,S&P 500,2024-08-29 15:35,5600.93,5603.93,5599.39,5601.01,0,0,
SPX.GI,S&P 500,2024-08-29 15:40,5600.77,5609.19,5600.77,5602.87,0.0003,0,
SPX.GI,S&P 500,2024-08-29 15:45,5602.88,5603.38,5595.97,5598.58,-0.0008,0,
SPX.GI,S&P 500,2024-08-29 15:50,5598.84,5599.47,5591.13,5593.47,-0.0009,0,
SPX.GI,S&P 500,2024-08-29 15:55,5593.58,5595.22,5587.62,5592.4,-0.0002,0,
SPX.GI,S&P 500,2024-08-29 16:00,5592.28,5593.98,5587.42,5591.96,-0.0001,0,
SPX.GI,S&P 500,2024-08-30 09:35,5612.74,5623.51,5612.74,5620.95,0.0052,0,
SPX.GI,S&P 500,2024-08-30 09:40,5621.31,5626.58,5619.89,5625.07,0.0007,0,
SPX.GI,S&P 500,2024-08-30 09:45,5625.2,5629.07,5624.89,5626.29,0.0002,0,
SPX.GI,S&P 500,2024-08-30 09:50,5627.28,5627.28,5614.53,5615.2,-0.002,0,
SPX.GI,S&P 500,2024-08-30 09:55,5615.44,5627.48,5615.12,5624.1,0.0016,0,
SPX.GI,S&P 500,2024-08-30 10:00,5624.3,5632.19,5621.32,5630.7,0.0012,0,
SPX.GI,S&P 500,2024-08-30 10:05,5631.55,5632.29,5625.44,5626.61,-0.0007,0,
SPX.GI,S&P 500,2024-08-30 10:10,5626.63,5629.27,5624.96,5627.21,0.0001,0,
SPX.GI,S&P 500,2024-08-30 10:15,5627.72,5630.21,5623.52,5624.8,-0.0004,0,
SPX.GI,S&P 500,2024-08-30 10:20,5624.94,5628.21,5623.36,5624.26,-0.0001,0,
SPX.GI,S&P 500,2024-08-30 10:25,5624.78,5625.48,5616.71,5617.2,-0.0013,0,
SPX.GI,S&P 500,2024-08-30 10:30,5616.96,5623.54,5616.52,5622.61,0.001,0,
SPX.GI,S&P 500,2024-08-30 10:35,5623.37,5627.07,5622.01,5626.38,0.0007,0,
SPX.GI,S&P 500,2024-08-30 10:40,5626.33,5628.21,5624.61,5627.91,0.0003,0,
SPX.GI,S&P 500,2024-08-30 10:45,5628.12,5631.12,5617.92,5621.33,-0.0012,0,
SPX.GI,S&P 500,2024-08-30 10:50,5621.48,5628.05,5621.37,5627.18,0.001,0,
SPX.GI,S&P 500,2024-08-30 10:55,5626.85,5626.89,5619.57,5621.51,-0.001,0,
SPX.GI,S&P 500,2024-08-30 11:00,5621.44,5621.5,5606.14,5610.19,-0.002,0,
SPX.GI,S&P 500,2024-08-30 11:05,5610.47,5614.32,5609.87,5612.38,0.0004,0,
SPX.GI,S&P 500,2024-08-30 11:10,5612.47,5613.68,5610.87,5611.91,-0.0001,0,
SPX.GI,S&P 500,2024-08-30 11:15,5612.04,5613.32,5609.4,5610.04,-0.0003,0,
SPX.GI,S&P 500,2024-08-30 11:20,5609.93,5610.53,5601.7,5602.79,-0.0013,0,
SPX.GI,S&P 500,2024-08-30 11:25,5601.84,5604.37,5600.76,5601.4,-0.0002,0,
SPX.GI,S&P 500,2024-08-30 11:30,5601.33,5602.65,5599.38,5599.38,-0.0004,0,
SPX.GI,S&P 500,2024-08-30 11:35,5599.41,5599.8,5590.95,5598.2,-0.0002,0,
SPX.GI,S&P 500,2024-08-30 11:40,5598.15,5599.66,5595.16,5598.52,0.0001,0,
SPX.GI,S&P 500,2024-08-30 11:45,5599.28,5599.69,5597.21,5598.88,0.0001,0,
SPX.GI,S&P 500,2024-08-30 11:50,5598.55,5600.5,5596.48,5598.39,-0.0001,0,
SPX.GI,S&P 500,2024-08-30 11:55,5598.31,5603.56,5597.9,5603.47,0.0009,0,
SPX.GI,S&P 500,2024-08-30 12:00,5603.18,5603.55,5593.93,5593.93,-0.0017,0,
SPX.GI,S&P 500,2024-08-30 12:05,5594.14,5601.81,5592.74,5601.54,0.0014,0,
SPX.GI,S&P 500,2024-08-30 12:10,5601.56,5605.9,5601.26,5605.44,0.0007,0,
SPX.GI,S&P 500,2024-08-30 12:15,5605.46,5605.83,5602.17,5603.66,-0.0003,0,
SPX.GI,S&P 500,2024-08-30 12:20,5603.71,5604.04,5599.39,5600.38,-0.0006,0,
SPX.GI,S&P 500,2024-08-30 12:25,5600.63,5600.63,5597.52,5599.5,-0.0002,0,
SPX.GI,S&P 500,2024-08-30 12:30,5599.68,5599.78,5589.81,5590.27,-0.0016,0,
SPX.GI,S&P 500,2024-08-30 12:35,5590.04,5590.64,5584.05,5585.55,-0.0008,0,
SPX.GI,S&P 500,2024-08-30 12:40,5585.45,5587.71,5581.79,5587.24,0.0003,0,
SPX.GI,S&P 500,2024-08-30 12:45,5586.77,5589.28,5585.35,5588.92,0.0003,0,
SPX.GI,S&P 500,2024-08-30 12:50,5588.68,5592.94,5588.09,5592.4,0.0006,0,
SPX.GI,S&P 500,2024-08-30 12:55,5592.32,5597.58,5592.32,5597.35,0.0009,0,
SPX.GI,S&P 500,2024-08-30 13:00,5597.31,5601.5,5597.19,5600.67,0.0006,0,
SPX.GI,S&P 500,2024-08-30 13:05,5600.65,5606.8,5600.3,5604.79,0.0007,0,
SPX.GI,S&P 500,2024-08-30 13:10,5604.45,5604.76,5600.97,5602.82,-0.0004,0,
SPX.GI,S&P 500,2024-08-30 13:15,5602.81,5604.93,5602.47,5604.22,0.0002,0,
SPX.GI,S&P 500,2024-08-30 13:20,5603.59,5604.26,5598.84,5600.95,-0.0006,0,
SPX.GI,S&P 500,2024-08-30 13:25,5601.06,5601.18,5596.25,5599.75,-0.0002,0,
SPX.GI,S&P 500,2024-08-30 13:30,5599.73,5600.61,5598.52,5599.14,-0.0001,0,
SPX.GI,S&P 500,2024-08-30 13:35,5599.15,5601.55,5598.54,5600.87,0.0003,0,
SPX.GI,S&P 500,2024-08-30 13:40,5600.69,5602.3,5599.2,5600.92,0,0,
SPX.GI,S&P 500,2024-08-30 13:45,5600.91,5601.92,5599.07,5600.29,-0.0001,0,
SPX.GI,S&P 500,2024-08-30 13:50,5600.23,5601.07,5598.35,5600.92,0.0001,0,
SPX.GI,S&P 500,2024-08-30 13:55,5601.06,5602.41,5599.3,5601.63,0.0001,0,
SPX.GI,S&P 500,2024-08-30 14:00,5602.13,5602.13,5596.25,5597.1,-0.0008,0,
SPX.GI,S&P 500,2024-08-30 14:05,5597.26,5600.83,5597.01,5600.02,0.0005,0,
SPX.GI,S&P 500,2024-08-30 14:10,5600.05,5603.69,5599.34,5602.38,0.0004,0,
SPX.GI,S&P 500,2024-08-30 14:15,5602.4,5605.57,5602.13,5605.21,0.0005,0,
SPX.GI,S&P 500,2024-08-30 14:20,5605.23,5606.12,5604.61,5605.89,0.0001,0,
SPX.GI,S&P 500,2024-08-30 14:25,5605.81,5608.75,5605.45,5608.75,0.0005,0,
SPX.GI,S&P 500,2024-08-30 14:30,5608.8,5609.72,5605.92,5606.88,-0.0003,0,
SPX.GI,S&P 500,2024-08-30 14:35,5606.81,5608.69,5606.13,5608.56,0.0003,0,
SPX.GI,S&P 500,2024-08-30 14:40,5608.49,5611.97,5608.49,5611.51,0.0005,0,
SPX.GI,S&P 500,2024-08-30 14:45,5611.54,5614.44,5611.21,5613.33,0.0003,0,
SPX.GI,S&P 500,2024-08-30 14:50,5613.35,5616.15,5611.57,5615.95,0.0005,0,
SPX.GI,S&P 500,2024-08-30 14:55,5615.97,5618.42,5614.97,5615.59,-0.0001,0,
SPX.GI,S&P 500,2024-08-30 15:00,5615.3,5617.03,5614.47,5616.96,0.0002,0,
SPX.GI,S&P 500,2024-08-30 15:05,5617,5617.57,5615.6,5615.81,-0.0002,0,
SPX.GI,S&P 500,2024-08-30 15:10,5615.82,5618.17,5615.78,5616.85,0.0002,0,
SPX.GI,S&P 500,2024-08-30 15:15,5616.92,5617.28,5611.68,5614.99,-0.0003,0,
SPX.GI,S&P 500,2024-08-30 15:20,5614.98,5619.37,5614.97,5618.73,0.0007,0,
SPX.GI,S&P 500,2024-08-30 15:25,5618.74,5625.37,5618.26,5624.17,0.001,0,
SPX.GI,S&P 500,2024-08-30 15:30,5624.27,5629.41,5623.38,5627.09,0.0005,0,
SPX.GI,S&P 500,2024-08-30 15:35,5627.35,5628.83,5622.1,5623.72,-0.0006,0,
SPX.GI,S&P 500,2024-08-30 15:40,5623.7,5627.62,5623.69,5626.79,0.0005,0,
SPX.GI,S&P 500,2024-08-30 15:45,5626.84,5629.73,5625.35,5626.95,0,0,
SPX.GI,S&P 500,2024-08-30 15:50,5627.35,5643.17,5625.37,5643.17,0.0029,0,
SPX.GI,S&P 500,2024-08-30 15:55,5643.2,5648.65,5637.28,5646.1,0.0005,0,
SPX.GI,S&P 500,2024-08-30 16:00,5646.22,5650.94,5645.41,5648.4,0.0004,0,
SPX.GI,S&P 500,2024-09-03 09:35,5623.89,5623.89,5606.69,5607.22,-0.0073,0,
SPX.GI,S&P 500,2024-09-03 09:40,5607.1,5609.02,5602.49,5602.49,-0.0008,0,
SPX.GI,S&P 500,2024-09-03 09:45,5602.31,5607.13,5600.96,5605.55,0.0005,0,
SPX.GI,S&P 500,2024-09-03 09:50,5605.71,5605.71,5595.9,5595.9,-0.0017,0,
SPX.GI,S&P 500,2024-09-03 09:55,5596.02,5599.92,5590.1,5592.7,-0.0006,0,
SPX.GI,S&P 500,2024-09-03 10:00,5592.17,5599.57,5590.49,5593.28,0.0001,0,
SPX.GI,S&P 500,2024-09-03 10:05,5591.54,5596.79,5580.56,5582.94,-0.0018,0,
SPX.GI,S&P 500,2024-09-03 10:10,5582.77,5585.38,5579.89,5585.19,0.0004,0,
SPX.GI,S&P 500,2024-09-03 10:15,5584.94,5585.32,5573.15,5575.43,-0.0017,0,
SPX.GI,S&P 500,2024-09-03 10:20,5575.22,5579.29,5572.74,5577.62,0.0004,0,
SPX.GI,S&P 500,2024-09-03 10:25,5577.19,5583.4,5577.19,5583.4,0.001,0,
SPX.GI,S&P 500,2024-09-03 10:30,5581.77,5583.87,5576.23,5576.4,-0.0013,0,
SPX.GI,S&P 500,2024-09-03 10:35,5576.47,5577.08,5569.13,5570.29,-0.0011,0,
SPX.GI,S&P 500,2024-09-03 10:40,5570.21,5573.35,5569.9,5571.7,0.0003,0,
SPX.GI,S&P 500,2024-09-03 10:45,5571.19,5572.67,5566.88,5567.03,-0.0008,0,
SPX.GI,S&P 500,2024-09-03 10:50,5567.06,5567.54,5561.3,5562.82,-0.0008,0,
SPX.GI,S&P 500,2024-09-03 10:55,5563.25,5564.27,5559.88,5563.24,0.0001,0,
SPX.GI,S&P 500,2024-09-03 11:00,5562.89,5564.91,5560.04,5560.45,-0.0005,0,
SPX.GI,S&P 500,2024-09-03 11:05,5562.23,5570.78,5561.79,5567.97,0.0014,0,
SPX.GI,S&P 500,2024-09-03 11:10,5568.12,5576.17,5567.46,5570.8,0.0005,0,
SPX.GI,S&P 500,2024-09-03 11:15,5570.98,5575.59,5570.87,5573.74,0.0005,0,
SPX.GI,S&P 500,2024-09-03 11:20,5573.52,5573.74,5568.57,5570.85,-0.0005,0,
SPX.GI,S&P 500,2024-09-03 11:25,5570.88,5572.74,5568.76,5570.93,0,0,
SPX.GI,S&P 500,2024-09-03 11:30,5570.83,5574.2,5570.83,5573.82,0.0005,0,
SPX.GI,S&P 500,2024-09-03 11:35,5574.06,5576.69,5569.01,5576.69,0.0005,0,
SPX.GI,S&P 500,2024-09-03 11:40,5576.53,5577.83,5569.95,5569.98,-0.0012,0,
SPX.GI,S&P 500,2024-09-03 11:45,5570.15,5570.95,5566.15,5570.95,0.0002,0,
SPX.GI,S&P 500,2024-09-03 11:50,5570.82,5570.88,5567.01,5567.01,-0.0007,0,
SPX.GI,S&P 500,2024-09-03 11:55,5567.06,5569.72,5565.51,5568.15,0.0002,0,
SPX.GI,S&P 500,2024-09-03 12:00,5568.16,5568.19,5564.15,5567.1,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 12:05,5567.14,5570.41,5566.71,5570.17,0.0006,0,
SPX.GI,S&P 500,2024-09-03 12:10,5570.2,5570.4,5562.99,5563.2,-0.0013,0,
SPX.GI,S&P 500,2024-09-03 12:15,5563.16,5568.19,5561.22,5567.13,0.0007,0,
SPX.GI,S&P 500,2024-09-03 12:20,5566.9,5572.92,5566.9,5569.38,0.0004,0,
SPX.GI,S&P 500,2024-09-03 12:25,5569.49,5571.16,5564.03,5564.66,-0.0008,0,
SPX.GI,S&P 500,2024-09-03 12:30,5564.78,5564.89,5561.52,5564.25,-0.0001,0,
SPX.GI,S&P 500,2024-09-03 12:35,5564.23,5565.37,5561.19,5561.19,-0.0005,0,
SPX.GI,S&P 500,2024-09-03 12:40,5561.3,5565.01,5560.54,5561.97,0.0001,0,
SPX.GI,S&P 500,2024-09-03 12:45,5561.94,5562.25,5558.94,5559.63,-0.0004,0,
SPX.GI,S&P 500,2024-09-03 12:50,5559.61,5560.73,5557.47,5559.16,-0.0001,0,
SPX.GI,S&P 500,2024-09-03 12:55,5558.65,5560.55,5558.2,5558.52,-0.0001,0,
SPX.GI,S&P 500,2024-09-03 13:00,5558.28,5559,5556.82,5557.44,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 13:05,5557.51,5560.2,5557.02,5559.31,0.0003,0,
SPX.GI,S&P 500,2024-09-03 13:10,5559.3,5564.24,5559.3,5562.56,0.0006,0,
SPX.GI,S&P 500,2024-09-03 13:15,5562.53,5562.56,5556.28,5558.84,-0.0007,0,
SPX.GI,S&P 500,2024-09-03 13:20,5558.85,5560.83,5556.26,5559.72,0.0002,0,
SPX.GI,S&P 500,2024-09-03 13:25,5560.12,5566.59,5560.06,5565.82,0.0011,0,
SPX.GI,S&P 500,2024-09-03 13:30,5565.77,5566.53,5563.5,5564.8,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 13:35,5564.83,5565.6,5556.22,5557.31,-0.0013,0,
SPX.GI,S&P 500,2024-09-03 13:40,5557.33,5562.88,5556.52,5560.75,0.0006,0,
SPX.GI,S&P 500,2024-09-03 13:45,5560.89,5561.09,5554.75,5556.6,-0.0007,0,
SPX.GI,S&P 500,2024-09-03 13:50,5556.59,5557.32,5554.39,5555.64,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 13:55,5555.34,5557.31,5555.34,5556.94,0.0002,0,
SPX.GI,S&P 500,2024-09-03 14:00,5556.93,5556.97,5550.66,5550.86,-0.0011,0,
SPX.GI,S&P 500,2024-09-03 14:05,5551.28,5551.28,5541.98,5544.2,-0.0012,0,
SPX.GI,S&P 500,2024-09-03 14:10,5544.02,5545.42,5542.02,5543.6,-0.0001,0,
SPX.GI,S&P 500,2024-09-03 14:15,5543.44,5544.47,5542.21,5543.44,0,0,
SPX.GI,S&P 500,2024-09-03 14:20,5543,5544.3,5539.49,5542.59,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 14:25,5542.69,5543.3,5538.21,5540.91,-0.0003,0,
SPX.GI,S&P 500,2024-09-03 14:30,5540.93,5542.33,5538.63,5540,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 14:35,5539.83,5545.76,5538.28,5543.61,0.0007,0,
SPX.GI,S&P 500,2024-09-03 14:40,5543.48,5543.48,5540.54,5542.21,-0.0003,0,
SPX.GI,S&P 500,2024-09-03 14:45,5542.25,5542.69,5538.21,5539.31,-0.0005,0,
SPX.GI,S&P 500,2024-09-03 14:50,5539.22,5541.64,5537.17,5537.17,-0.0004,0,
SPX.GI,S&P 500,2024-09-03 14:55,5537.03,5538.59,5535.23,5536.05,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 15:00,5535.56,5537.76,5533.99,5536.32,0,0,
SPX.GI,S&P 500,2024-09-03 15:05,5536.37,5538.77,5534.44,5538.05,0.0003,0,
SPX.GI,S&P 500,2024-09-03 15:10,5537.96,5537.96,5534.24,5535.14,-0.0005,0,
SPX.GI,S&P 500,2024-09-03 15:15,5535.16,5539.01,5534.56,5535.67,0.0001,0,
SPX.GI,S&P 500,2024-09-03 15:20,5535.64,5535.89,5534.55,5535.49,0,0,
SPX.GI,S&P 500,2024-09-03 15:25,5535.78,5538.73,5534.39,5534.51,-0.0002,0,
SPX.GI,S&P 500,2024-09-03 15:30,5534.5,5535.98,5532.49,5534.8,0.0001,0,
SPX.GI,S&P 500,2024-09-03 15:35,5534.79,5534.79,5524.99,5524.99,-0.0018,0,
SPX.GI,S&P 500,2024-09-03 15:40,5525.28,5525.97,5514.45,5516.27,-0.0016,0,
SPX.GI,S&P 500,2024-09-03 15:45,5515.36,5520.04,5512.06,5514.23,-0.0004,0,
SPX.GI,S&P 500,2024-09-03 15:50,5514.22,5520.44,5504.33,5516.91,0.0005,0,
SPX.GI,S&P 500,2024-09-03 15:55,5516.96,5521.9,5513.55,5520.2,0.0006,0,
SPX.GI,S&P 500,2024-09-03 16:00,5520.87,5529.76,5520.22,5528.93,0.0016,0,
SPX.GI,S&P 500,2024-09-04 09:35,5506.7,5522.13,5506.7,5520.65,-0.0015,0,
SPX.GI,S&P 500,2024-09-04 09:40,5520.37,5523.24,5517.58,5522.52,0.0003,0,
SPX.GI,S&P 500,2024-09-04 09:45,5522.84,5531.73,5522.76,5526.53,0.0007,0,
SPX.GI,S&P 500,2024-09-04 09:50,5526.37,5530.69,5521.51,5528.05,0.0003,0,
SPX.GI,S&P 500,2024-09-04 09:55,5528.01,5532.74,5526.25,5527.92,0,0,
SPX.GI,S&P 500,2024-09-04 10:00,5528.9,5534.37,5510.05,5511.69,-0.0029,0,
SPX.GI,S&P 500,2024-09-04 10:05,5512.15,5530.6,5512.05,5521.32,0.0017,0,
SPX.GI,S&P 500,2024-09-04 10:10,5521.45,5536.85,5518.64,5536.19,0.0027,0,
SPX.GI,S&P 500,2024-09-04 10:15,5536.69,5536.69,5524.57,5529.14,-0.0013,0,
SPX.GI,S&P 500,2024-09-04 10:20,5529.88,5534.89,5521.93,5526.68,-0.0004,0,
SPX.GI,S&P 500,2024-09-04 10:25,5526.83,5531.76,5523.86,5528.81,0.0004,0,
SPX.GI,S&P 500,2024-09-04 10:30,5528.54,5537.12,5525.61,5537.04,0.0015,0,
SPX.GI,S&P 500,2024-09-04 10:35,5537.05,5539.7,5533.72,5538.39,0.0002,0,
SPX.GI,S&P 500,2024-09-04 10:40,5538.22,5542.91,5537.38,5542.29,0.0007,0,
SPX.GI,S&P 500,2024-09-04 10:45,5542.45,5544.9,5537.83,5543.63,0.0002,0,
SPX.GI,S&P 500,2024-09-04 10:50,5543.68,5544.37,5535.63,5539.66,-0.0007,0,
SPX.GI,S&P 500,2024-09-04 10:55,5539.5,5546.08,5539.5,5545.89,0.0011,0,
SPX.GI,S&P 500,2024-09-04 11:00,5546,5549.68,5544.84,5548.28,0.0004,0,
SPX.GI,S&P 500,2024-09-04 11:05,5548.3,5552.46,5547.34,5551.52,0.0006,0,
SPX.GI,S&P 500,2024-09-04 11:10,5551.64,5552.99,5543.4,5546.01,-0.001,0,
SPX.GI,S&P 500,2024-09-04 11:15,5546.03,5546.39,5538.98,5539.52,-0.0012,0,
SPX.GI,S&P 500,2024-09-04 11:20,5539.64,5543.38,5537.95,5541.46,0.0004,0,
SPX.GI,S&P 500,2024-09-04 11:25,5540.59,5542.78,5535.27,5538.11,-0.0006,0,
SPX.GI,S&P 500,2024-09-04 11:30,5538,5538.46,5524.13,5524.13,-0.0025,0,
SPX.GI,S&P 500,2024-09-04 11:35,5524.43,5531.3,5524.04,5529.71,0.001,0,
SPX.GI,S&P 500,2024-09-04 11:40,5529.67,5531.14,5524.59,5524.63,-0.0009,0,
SPX.GI,S&P 500,2024-09-04 11:45,5524.46,5529.42,5524.41,5529.31,0.0008,0,
SPX.GI,S&P 500,2024-09-04 11:50,5529.22,5531.45,5527.61,5529.25,0,0,
SPX.GI,S&P 500,2024-09-04 11:55,5529.14,5532.18,5527.31,5530.09,0.0002,0,
SPX.GI,S&P 500,2024-09-04 12:00,5530.02,5530.02,5523.24,5527.02,-0.0006,0,
SPX.GI,S&P 500,2024-09-04 12:05,5527,5527.98,5521.04,5522.27,-0.0009,0,
SPX.GI,S&P 500,2024-09-04 12:10,5522.29,5526.7,5520.01,5526.12,0.0007,0,
SPX.GI,S&P 500,2024-09-04 12:15,5526.21,5526.31,5520.37,5522.04,-0.0007,0,
SPX.GI,S&P 500,2024-09-04 12:20,5522.18,5527.8,5522,5526.67,0.0008,0,
SPX.GI,S&P 500,2024-09-04 12:25,5526.63,5530.91,5526.43,5530.76,0.0007,0,
SPX.GI,S&P 500,2024-09-04 12:30,5530.89,5533.37,5527.97,5533.27,0.0005,0,
