代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
SPX.GI,标普500,1992-04-09,394.5,401.04,394.5,400.64,0.0156,0,154183700
SPX.GI,标普500,1992-04-10,400.59,405.12,400.59,404.29,0.0091,0,140541200
SPX.GI,标普500,1992-04-13,404.28,406.08,403.9,406.08,0.0044,0,92887600
SPX.GI,标普500,1992-04-14,406.08,413.86,406.08,412.39,0.0155,0,148230500
SPX.GI,标普500,1992-04-15,412.39,416.28,412.39,416.28,0.0094,0,164650100
SPX.GI,标普500,1992-04-16,416.28,416.28,413.4,416.05,-0.0006,0,157443100
SPX.GI,标普500,1992-04-20,416.05,416.05,407.93,410.16,-0.0142,0,135053700
SPX.GI,标普500,1992-04-21,410.16,411.09,408.2,410.26,0.0002,0,134435400
SPX.GI,标普500,1992-04-22,410.26,411.3,409.23,409.81,-0.0011,0,125655000
SPX.GI,标普500,1992-04-23,409.81,411.6,406.86,411.6,0.0044,0,148419800
SPX.GI,标普500,1992-04-24,411.6,412.48,408.74,409.02,-0.0063,0,123867000
SPX.GI,标普500,1992-04-27,409.03,409.6,407.64,408.45,-0.0014,0,115025100
SPX.GI,标普500,1992-04-28,408.45,409.69,406.33,409.11,0.0016,0,134660600
SPX.GI,标普500,1992-04-29,409.11,412.31,409.11,412.02,0.0071,0,135822700
SPX.GI,标普500,1992-04-30,412.02,414.95,412.02,414.95,0.0071,0,151980900
SPX.GI,标普500,1992-05-01,414.95,415.21,409.87,412.53,-0.0058,0,121133300
SPX.GI,标普500,1992-05-04,412.54,417.84,412.54,416.91,0.0106,0,117741700
SPX.GI,标普500,1992-05-05,416.91,418.53,415.77,416.84,-0.0002,0,130944600
SPX.GI,标普500,1992-05-06,416.84,418.48,416.4,416.79,-0.0001,0,122999300
SPX.GI,标普500,1992-05-07,416.79,416.84,415.38,415.85,-0.0023,0,115897000
SPX.GI,标普500,1992-05-08,415.87,416.85,414.41,416.05,0.0005,0,109377900
SPX.GI,标普500,1992-05-11,416.05,418.75,416.05,418.49,0.0059,0,101746400
SPX.GI,标普500,1992-05-12,418.49,418.68,414.69,416.29,-0.0053,0,125331500
SPX.GI,标普500,1992-05-13,416.29,417.04,415.86,416.45,0.0004,0,123213400
SPX.GI,标普500,1992-05-14,416.45,416.52,411.82,413.14,-0.0079,0,139738800
SPX.GI,标普500,1992-05-15,413.14,413.14,409.85,410.09,-0.0074,0,125962100
SPX.GI,标普500,1992-05-18,410.09,413.34,410.09,412.81,0.0066,0,100791100
SPX.GI,标普500,1992-05-19,412.82,416.51,412.26,416.37,0.0086,0,126947100
SPX.GI,标普500,1992-05-20,416.37,416.83,415.37,415.39,-0.0024,0,126185500
SPX.GI,标普500,1992-05-21,415.4,415.41,411.57,412.6,-0.0067,0,124872900
SPX.GI,标普500,1992-05-22,412.61,414.82,412.6,414.02,0.0034,0,98946500
SPX.GI,标普500,1992-05-26,414.02,414.02,410.23,411.41,-0.0063,0,130135400
SPX.GI,标普500,1992-05-27,411.41,412.68,411.06,412.17,0.0018,0,115294300
SPX.GI,标普500,1992-05-28,412.17,416.77,411.81,416.74,0.0111,0,126700100
SPX.GI,标普500,1992-05-29,416.74,418.36,415.35,415.35,-0.0033,0,138287100
SPX.GI,标普500,1992-06-01,415.35,417.3,412.44,417.3,0.0047,0,112721700
SPX.GI,标普500,1992-06-02,417.3,417.3,413.5,413.5,-0.0091,0,136810900
SPX.GI,标普500,1992-06-03,413.5,416.54,413.04,414.59,0.0026,0,135664700
SPX.GI,标普500,1992-06-04,414.6,414.98,412.97,413.26,-0.0032,0,133295900
SPX.GI,标普500,1992-06-05,413.26,413.85,410.97,413.48,0.0005,0,138106900
SPX.GI,标普500,1992-06-08,413.48,413.95,412.03,413.36,-0.0003,0,110930200
SPX.GI,标普500,1992-06-09,413.4,413.56,409.3,410.06,-0.008,0,135777100
SPX.GI,标普500,1992-06-10,410.06,410.1,406.81,407.25,-0.0069,0,130953000
SPX.GI,标普500,1992-06-11,407.25,409.05,406.11,409.05,0.0044,0,131254200
SPX.GI,标普500,1992-06-12,409.08,411.86,409.08,409.76,0.0017,0,123783900
SPX.GI,标普500,1992-06-15,409.76,411.68,408.13,410.29,0.0013,0,106985600
SPX.GI,标普500,1992-06-16,410.29,411.4,408.32,408.32,-0.0048,0,123691800
SPX.GI,标普500,1992-06-17,408.33,408.33,401.98,402.26,-0.0148,0,148308900
SPX.GI,标普500,1992-06-18,402.26,402.68,400.51,400.96,-0.0032,0,157124300
SPX.GI,标普500,1992-06-19,400.96,404.23,400.96,403.67,0.0068,0,169812800
SPX.GI,标普500,1992-06-22,403.64,403.64,399.92,403.4,-0.0007,0,116799000
SPX.GI,标普500,1992-06-23,403.4,405.41,403.4,404.04,0.0016,0,135264900
SPX.GI,标普500,1992-06-24,404.05,404.76,403.26,403.83,-0.0005,0,121772800
SPX.GI,标普500,1992-06-25,403.83,405.53,402.01,403.12,-0.0018,0,130668300
SPX.GI,标普500,1992-06-26,403.12,403.51,401.94,403.45,0.0008,0,111316200
SPX.GI,标普500,1992-06-29,403.47,408.96,403.47,408.94,0.0136,0,120616400
SPX.GI,标普500,1992-06-30,408.94,409.63,407.85,408.14,-0.002,0,130489500
SPX.GI,标普500,1992-07-01,408.2,412.88,408.2,412.88,0.0116,0,147113700
SPX.GI,标普500,1992-07-02,412.88,415.71,410.07,411.77,-0.0027,0,168000400
SPX.GI,标普500,1992-07-06,411.77,413.84,410.46,413.84,0.005,0,122906900
SPX.GI,标普500,1992-07-07,413.83,415.33,408.58,409.16,-0.0113,0,143641800
SPX.GI,标普500,1992-07-08,409.15,410.28,407.2,410.28,0.0027,0,128803900
SPX.GI,标普500,1992-07-09,410.28,414.69,410.26,414.23,0.0096,0,136589400
SPX.GI,标普500,1992-07-10,414.23,415.88,413.34,414.62,0.0009,0,103494700
SPX.GI,标普500,1992-07-13,414.62,415.86,413.93,414.87,0.0006,0,94653200
SPX.GI,标普500,1992-07-14,414.86,417.69,414.33,417.68,0.0068,0,125292100
SPX.GI,标普500,1992-07-15,417.68,417.81,416.29,417.1,-0.0014,0,130815600
SPX.GI,标普500,1992-07-16,417.04,417.93,414.79,417.54,0.0011,0,124057000
SPX.GI,标普500,1992-07-17,417.54,417.54,412.96,415.62,-0.0046,0,124941500
SPX.GI,标普500,1992-07-20,415.62,415.62,410.72,413.75,-0.0045,0,103330400
SPX.GI,标普500,1992-07-21,413.75,414.92,413.1,413.76,0,0,112185400
SPX.GI,标普500,1992-07-22,413.74,413.74,409.95,410.93,-0.0068,0,120543700
SPX.GI,标普500,1992-07-23,410.93,412.08,409.81,412.08,0.0028,0,107314400
SPX.GI,标普500,1992-07-24,412.07,412.07,409.93,411.6,-0.0012,0,97706700
SPX.GI,标普500,1992-07-27,411.6,412.55,411.36,411.54,-0.0001,0,94755700
SPX.GI,标普500,1992-07-28,411.55,417.55,411.55,417.52,0.0145,0,136549500
SPX.GI,标普500,1992-07-29,417.52,423.02,417.52,422.23,0.0113,0,170240900
SPX.GI,标普500,1992-07-30,422.2,423.94,421.57,423.92,0.004,0,128174500
SPX.GI,标普500,1992-07-31,423.92,424.8,422.46,424.21,0.0007,0,117882700
SPX.GI,标普500,1992-08-03,424.19,425.09,422.84,425.09,0.0021,0,103600400
SPX.GI,标普500,1992-08-04,425.09,425.14,423.1,424.36,-0.0017,0,109436400
SPX.GI,标普500,1992-08-05,424.35,424.35,421.92,422.19,-0.0051,0,117507100
SPX.GI,标普500,1992-08-06,422.19,422.36,420.26,420.59,-0.0038,0,114760300
SPX.GI,标普500,1992-08-07,420.59,423.45,418.51,418.88,-0.0041,0,130842300
SPX.GI,标普500,1992-08-10,418.87,419.42,417.04,419.42,0.0013,0,97113900
SPX.GI,标普500,1992-08-11,419.45,419.72,416.53,418.9,-0.0012,0,109968900
SPX.GI,标普500,1992-08-12,418.89,419.75,416.43,417.78,-0.0027,0,115697300
SPX.GI,标普500,1992-08-13,417.78,419.88,416.4,417.73,-0.0001,0,118338100
SPX.GI,标普500,1992-08-14,417.74,420.4,417.74,419.91,0.0052,0,105904300
SPX.GI,标普500,1992-08-17,419.89,421.89,419.44,420.74,0.002,0,97295900
SPX.GI,标普500,1992-08-18,420.74,421.4,419.78,421.34,0.0014,0,112095000
SPX.GI,标普500,1992-08-19,421.34,421.62,418.18,418.18,-0.0075,0,115584800
SPX.GI,标普500,1992-08-20,418.19,418.85,416.93,418.26,0.0002,0,111796100
SPX.GI,标普500,1992-08-21,418.27,420.35,413.58,414.85,-0.0082,0,134213000
SPX.GI,标普500,1992-08-24,414.8,414.8,410.07,410.72,-0.01,0,107315400
SPX.GI,标普500,1992-08-25,410.73,411.64,408.3,411.61,0.0022,0,124655500
SPX.GI,标普500,1992-08-26,411.65,413.61,410.53,413.51,0.0046,0,116157200
SPX.GI,标普500,1992-08-27,413.51,415.83,413.51,413.53,0,0,124622200
SPX.GI,标普500,1992-08-28,413.54,414.95,413.38,414.84,0.0032,0,100682200
SPX.GI,标普500,1992-08-31,414.87,415.29,413.76,414.03,-0.002,0,106892600
SPX.GI,标普500,1992-09-01,414.03,416.07,413.35,416.07,0.0049,0,113397000
SPX.GI,标普500,1992-09-02,416.07,418.28,415.31,417.98,0.0046,0,131688300
SPX.GI,标普500,1992-09-03,417.98,420.31,417.49,417.98,0,0,148111500
SPX.GI,标普500,1992-09-04,417.98,418.62,416.76,417.08,-0.0022,0,88115600
SPX.GI,标普500,1992-09-08,417.07,417.18,414.3,414.44,-0.0063,0,98506600
SPX.GI,标普500,1992-09-09,414.44,416.44,414.44,416.36,0.0046,0,112426400
SPX.GI,标普500,1992-09-10,416.34,420.52,416.34,419.95,0.0086,0,153532300
SPX.GI,标普500,1992-09-11,419.96,420.58,419.13,419.58,-0.0009,0,124060600
SPX.GI,标普500,1992-09-14,419.65,425.27,419.58,425.27,0.0136,0,178057500
SPX.GI,标普500,1992-09-15,425.22,425.27,419.54,419.77,-0.0129,0,135790900
SPX.GI,标普500,1992-09-16,419.71,422.44,417.77,419.92,0.0004,0,152414700
SPX.GI,标普500,1992-09-17,419.98,421.43,419.62,419.93,0,0,120199300
SPX.GI,标普500,1992-09-18,419.92,422.93,419.92,422.93,0.0071,0,152271700
SPX.GI,标普500,1992-09-21,422.9,422.9,421.18,422.14,-0.0019,0,104178200
SPX.GI,标普500,1992-09-22,422.14,422.14,417.13,417.14,-0.0118,0,121560300
SPX.GI,标普500,1992-09-23,417.15,417.88,416,417.44,0.0007,0,134834100
SPX.GI,标普500,1992-09-24,417.46,419.01,417.46,418.47,0.0025,0,128146700
SPX.GI,标普500,1992-09-25,418.47,418.63,412.71,414.35,-0.0098,0,143301700
SPX.GI,标普500,1992-09-28,414.27,416.62,413,416.62,0.0055,0,115071000
SPX.GI,标普500,1992-09-29,416.62,417.38,415.34,416.8,0.0004,0,113461800
SPX.GI,标普500,1992-09-30,416.79,418.58,416.67,417.8,0.0024,0,127576400
SPX.GI,标普500,1992-10-01,417.8,418.67,415.46,416.29,-0.0036,0,138542600
SPX.GI,标普500,1992-10-02,416.29,416.35,410.45,410.47,-0.014,0,126753100
SPX.GI,标普500,1992-10-05,410.47,410.47,396.8,407.57,-0.0071,0,203545300
SPX.GI,标普500,1992-10-06,407.57,408.56,404.84,407.18,-0.001,0,150496500
SPX.GI,标普500,1992-10-07,407.18,408.6,403.91,404.25,-0.0072,0,128078900
SPX.GI,标普500,1992-10-08,404.25,408.04,404.25,407.75,0.0087,0,140615600
SPX.GI,标普500,1992-10-09,407.75,407.75,402.42,402.66,-0.0125,0,120382400
SPX.GI,标普500,1992-10-12,402.66,407.44,402.66,407.44,0.0119,0,92121800
SPX.GI,标普500,1992-10-13,407.44,410.64,406.83,409.3,0.0046,0,126868500
SPX.GI,标普500,1992-10-14,409.3,411.52,407.86,409.37,0.0002,0,118476200
SPX.GI,标普500,1992-10-15,409.34,411.03,407.92,409.6,0.0006,0,140425100
SPX.GI,标普500,1992-10-16,409.64,411.73,407.43,411.73,0.0052,0,159933500
SPX.GI,标普500,1992-10-19,411.7,414.98,410.66,414.98,0.0079,0,151086500
SPX.GI,标普500,1992-10-20,414.98,417.98,414.49,415.48,0.0012,0,168257400
SPX.GI,标普500,1992-10-21,415.53,416.15,414.54,415.67,0.0005,0,149340200
SPX.GI,标普500,1992-10-22,415.67,416.81,413.1,414.9,-0.0019,0,138584500
SPX.GI,标普500,1992-10-23,414.9,416.23,413.68,414.1,-0.0019,0,140924400
SPX.GI,标普500,1992-10-26,414.09,418.17,413.71,418.16,0.0098,0,118759600
SPX.GI,标普500,1992-10-27,418.18,419.2,416.97,418.49,0.0008,0,138429500
SPX.GI,标普500,1992-10-28,418.49,420.13,417.56,420.13,0.0039,0,149050200
SPX.GI,标普500,1992-10-29,420.15,421.16,419.83,420.86,0.0017,0,134149400
SPX.GI,标普500,1992-10-30,420.86,421.13,418.54,418.68,-0.0052,0,131005900
SPX.GI,标普500,1992-11-02,418.66,422.75,418.12,422.75,0.0097,0,139273400
SPX.GI,标普500,1992-11-03,422.75,422.81,418.59,419.92,-0.0067,0,142559300
SPX.GI,标普500,1992-11-04,419.91,421.07,416.61,417.11,-0.0067,0,137957500
SPX.GI,标普500,1992-11-05,417.08,418.4,415.58,418.34,0.0029,0,169126000
SPX.GI,标普500,1992-11-06,418.35,418.35,417.01,417.58,-0.0018,0,150660000
SPX.GI,标普500,1992-11-09,417.08,420.13,416.79,418.59,0.0024,0,147268000
SPX.GI,标普500,1992-11-10,418.59,419.71,417.98,418.62,0.0001,0,161505700
SPX.GI,标普500,1992-11-11,418.61,422.33,418.4,422.2,0.0086,0,167702600
SPX.GI,标普500,1992-11-12,422.2,423.1,421.7,422.87,0.0016,0,153683900
SPX.GI,标普500,1992-11-13,422.89,422.91,421.04,422.43,-0.001,0,126396200
SPX.GI,标普500,1992-11-16,422.44,422.44,420.35,420.68,-0.0041,0,112890200
SPX.GI,标普500,1992-11-17,420.63,420.97,418.31,419.27,-0.0034,0,126613600
SPX.GI,标普500,1992-11-18,419.27,423.49,419.24,422.85,0.0085,0,158463000
SPX.GI,标普500,1992-11-19,422.86,423.61,422.5,423.61,0.0018,0,163455200
SPX.GI,标普500,1992-11-20,423.61,426.98,423.61,426.65,0.0072,0,189974000
SPX.GI,标普500,1992-11-23,426.62,426.62,424.95,425.12,-0.0036,0,133866200
SPX.GI,标普500,1992-11-24,425.14,429.31,424.83,427.59,0.0058,0,162228700
SPX.GI,标普500,1992-11-25,427.59,429.41,427.58,429.19,0.0037,0,131360700
SPX.GI,标普500,1992-11-27,429.17,431.93,429.17,430.16,0.0023,0,61675500
SPX.GI,标普500,1992-11-30,430.19,431.53,429.36,431.35,0.0028,0,150052900
SPX.GI,标普500,1992-12-01,431.36,431.47,429.2,430.78,-0.0013,0,173224600
SPX.GI,标普500,1992-12-02,430.78,430.87,428.61,429.89,-0.0021,0,154583300
SPX.GI,标普500,1992-12-03,429.98,430.99,428.8,429.91,0,0,173573100
SPX.GI,标普500,1992-12-04,429.93,432.89,429.74,432.06,0.005,0,153996500
SPX.GI,标普500,1992-12-07,432.06,435.31,432.06,435.31,0.0075,0,146019200
SPX.GI,标普500,1992-12-08,435.31,436.99,434.68,436.99,0.0039,0,152997200
SPX.GI,标普500,1992-12-09,436.99,436.99,433.98,435.65,-0.0031,0,151297900
SPX.GI,标普500,1992-12-10,435.66,435.66,432.65,434.64,-0.0023,0,151256900
SPX.GI,标普500,1992-12-11,434.55,434.55,433.34,433.73,-0.0021,0,109496800
SPX.GI,标普500,1992-12-14,433.73,435.26,432.83,432.84,-0.0021,0,123650000
SPX.GI,标普500,1992-12-15,432.82,433.66,431.92,432.57,-0.0006,0,160651000
SPX.GI,标普500,1992-12-16,432.58,434.22,430.88,431.52,-0.0024,0,247194600
SPX.GI,标普500,1992-12-17,431.52,435.44,431.46,435.43,0.0091,0,190913400
SPX.GI,标普500,1992-12-18,435.46,441.29,435.46,441.28,0.0134,0,257609300
SPX.GI,标普500,1992-12-21,441.26,441.26,439.65,440.7,-0.0013,0,159883500
SPX.GI,标普500,1992-12-22,440.7,441.64,438.25,440.31,-0.0009,0,176057900
SPX.GI,标普500,1992-12-23,440.29,441.11,439.03,439.03,-0.0029,0,165424200
SPX.GI,标普500,1992-12-24,439.03,439.81,439.03,439.77,0.0017,0,68032000
SPX.GI,标普500,1992-12-28,439.77,439.77,437.26,439.15,-0.0014,0,97077500
SPX.GI,标普500,1992-12-29,439.15,442.65,437.6,437.98,-0.0027,0,144077100
SPX.GI,标普500,1992-12-30,437.98,439.37,437.12,438.82,0.0019,0,123473100
SPX.GI,标普500,1992-12-31,438.88,439.59,435.71,435.71,-0.0071,0,113606400
SPX.GI,标普500,1993-01-04,435.7,437.32,434.48,435.38,-0.0008,0,140731900
SPX.GI,标普500,1993-01-05,435.33,435.4,433.55,434.34,-0.0024,0,171354000
SPX.GI,标普500,1993-01-06,434.34,435.17,432.52,434.52,0.0004,0,212323900
SPX.GI,标普500,1993-01-07,434.53,435.46,429.76,430.73,-0.0087,0,221972000
SPX.GI,标普500,1993-01-08,430.72,430.72,426.88,429.05,-0.0039,0,185666700
SPX.GI,标普500,1993-01-11,429.04,431.04,429.03,430.95,0.0044,0,141003600
SPX.GI,标普500,1993-01-12,430.95,431.39,428.19,431.04,0.0002,0,161872100
SPX.GI,标普500,1993-01-13,431.03,433.44,429.99,433.03,0.0046,0,181019800
SPX.GI,标普500,1993-01-14,433.08,435.96,433.08,435.94,0.0067,0,219347600
SPX.GI,标普500,1993-01-15,435.87,439.49,435.84,437.15,0.0028,0,233530400
SPX.GI,标普500,1993-01-18,437.13,437.13,435.92,436.84,-0.0007,0,146432000
SPX.GI,标普500,1993-01-19,436.84,437.7,434.59,435.13,-0.0039,0,191507300
SPX.GI,标普500,1993-01-20,435.14,436.23,433.37,433.37,-0.004,0,171863900
SPX.GI,标普500,1993-01-21,433.37,435.75,432.48,435.49,0.0049,0,176759200
SPX.GI,标普500,1993-01-22,435.49,437.81,435.49,436.11,0.0014,0,192617400
SPX.GI,标普500,1993-01-25,436.11,440.53,436.11,440.01,0.0089,0,193911000
SPX.GI,标普500,1993-01-26,440.05,442.66,439.54,439.95,-0.0001,0,221921600
SPX.GI,标普500,1993-01-27,439.95,440.04,436.82,438.11,-0.0042,0,190551200
SPX.GI,标普500,1993-01-28,438.13,439.14,437.3,438.66,0.0013,0,183968600
SPX.GI,标普500,1993-01-29,438.67,438.93,436.91,438.78,0.0003,0,173813600
SPX.GI,标普500,1993-02-01,438.79,442.52,438.79,442.52,0.0085,0,164036900
SPX.GI,标普500,1993-02-02,442.52,442.87,440.76,442.56,0.0001,0,192857700
SPX.GI,标普500,1993-02-03,442.57,447.35,442.57,447.2,0.0105,0,226854100
SPX.GI,标普500,1993-02-04,447.24,449.86,447.24,449.56,0.0053,0,234905800
SPX.GI,标普500,1993-02-05,449.5,449.53,446.95,448.93,-0.0014,0,216824000
SPX.GI,标普500,1993-02-08,448.94,450.04,447.7,447.85,-0.0024,0,169305000
SPX.GI,标普500,1993-02-09,448.04,448.04,444.52,445.33,-0.0056,0,178402100
SPX.GI,标普500,1993-02-10,445.33,446.37,444.24,446.23,0.002,0,178552100
SPX.GI,标普500,1993-02-11,446.21,449.36,446.21,447.66,0.0032,0,174822200
SPX.GI,标普500,1993-02-12,447.64,447.7,444.58,444.58,-0.0069,0,152549400
SPX.GI,标普500,1993-02-16,444.53,444.53,433.47,433.91,-0.024,0,237291300
SPX.GI,标普500,1993-02-17,433.93,433.97,430.92,433.3,-0.0014,0,217248600
SPX.GI,标普500,1993-02-18,433.3,437.79,428.25,431.9,-0.0032,0,213088900
SPX.GI,标普500,1993-02-19,431.93,434.26,431.68,434.22,0.0054,0,203684100
SPX.GI,标普500,1993-02-22,434.21,436.49,433.53,435.24,0.0023,0,225045700
SPX.GI,标普500,1993-02-23,435.34,436.84,432.41,434.8,-0.001,0,231144400
SPX.GI,标普500,1993-02-24,434.76,440.87,434.68,440.87,0.014,0,218959700
SPX.GI,标普500,1993-02-25,440.7,442.34,439.67,442.34,0.0033,0,194962300
SPX.GI,标普500,1993-02-26,442.34,443.77,440.98,443.38,0.0024,0,156912900
SPX.GI,标普500,1993-03-01,443.64,444.18,441.34,442.01,-0.0031,0,152491200
SPX.GI,标普500,1993-03-02,442,447.91,441.07,447.9,0.0133,0,184862500
SPX.GI,标普500,1993-03-03,447.89,452.49,447.73,449.26,0.003,0,183179000
SPX.GI,标普500,1993-03-04,449.26,449.52,446.72,447.34,-0.0043,0,172990400
SPX.GI,标普500,1993-03-05,447.34,449.59,445.56,446.11,-0.0027,0,180533600
SPX.GI,标普500,1993-03-08,446.12,454.71,446.12,454.71,0.0193,0,195149600
SPX.GI,标普500,1993-03-09,454.67,455.52,453.68,454.4,-0.0007,0,186982800
SPX.GI,标普500,1993-03-10,454.4,456.34,452.7,456.33,0.0042,0,182876400
SPX.GI,标普500,1993-03-11,456.35,456.76,453.48,453.72,-0.0057,0,167897000
SPX.GI,标普500,1993-03-12,453.7,453.7,447.04,449.83,-0.0086,0,173912200
SPX.GI,标普500,1993-03-15,449.83,451.43,449.4,451.43,0.0036,0,128812600
SPX.GI,标普500,1993-03-16,451.43,452.36,451.01,451.37,-0.0001,0,151297900
SPX.GI,标普500,1993-03-17,451.36,451.36,447.99,448.31,-0.0068,0,176823700
SPX.GI,标普500,1993-03-18,448.36,452.39,448.36,451.89,0.008,0,170882400
SPX.GI,标普500,1993-03-19,451.9,453.32,449.91,450.18,-0.0038,0,198433000
SPX.GI,标普500,1993-03-22,450.17,450.17,446.08,448.88,-0.0029,0,162500200
SPX.GI,标普500,1993-03-23,448.88,449.8,448.3,448.76,-0.0003,0,154491600
SPX.GI,标普500,1993-03-24,448.71,450.9,446.1,448.07,-0.0015,0,196720700
SPX.GI,标普500,1993-03-25,448.09,451.75,447.93,450.88,0.0063,0,173577900
SPX.GI,标普500,1993-03-26,450.91,452.09,447.69,447.78,-0.0069,0,142670600
SPX.GI,标普500,1993-03-29,447.76,452.81,447.75,450.77,0.0067,0,141475900
SPX.GI,标普500,1993-03-30,450.79,452.06,449.63,451.97,0.0027,0,161033700
SPX.GI,标普500,1993-03-31,451.97,454.88,451.67,451.67,-0.0007,0,187254600
SPX.GI,标普500,1993-04-01,451.67,452.63,449.6,450.3,-0.003,0,163312100
SPX.GI,标普500,1993-04-02,450.28,450.28,440.71,441.39,-0.0198,0,236202900
SPX.GI,标普500,1993-04-05,441.42,442.43,440.53,442.29,0.002,0,169300700
SPX.GI,标普500,1993-04-06,442.29,443.38,439.48,441.16,-0.0026,0,205310900
SPX.GI,标普500,1993-04-07,441.16,442.73,440.5,442.73,0.0036,0,199234300
SPX.GI,标普500,1993-04-08,442.71,443.77,440.02,441.84,-0.002,0,200158200
SPX.GI,标普500,1993-04-12,441.84,448.37,441.84,448.37,0.0148,0,175108700
SPX.GI,标普500,1993-04-13,448.41,450.4,447.66,449.22,0.0019,0,197158000
SPX.GI,标普500,1993-04-14,449.22,450,448.02,448.66,-0.0012,0,187161700
SPX.GI,标普500,1993-04-15,448.6,449.11,446.39,448.4,-0.0006,0,186337400
SPX.GI,标普500,1993-04-16,448.41,449.39,447.67,448.94,0.0012,0,212871500
SPX.GI,标普500,1993-04-19,448.94,449.14,445.85,447.46,-0.0033,0,195255700
SPX.GI,标普500,1993-04-20,447.46,447.46,441.81,445.1,-0.0053,0,213898100
SPX.GI,标普500,1993-04-21,445.09,445.77,443.08,443.63,-0.0033,0,194664500
SPX.GI,标普500,1993-04-22,443.55,445.73,439.46,439.46,-0.0094,0,201415100
SPX.GI,标普500,1993-04-23,439.49,439.49,436.82,437.03,-0.0055,0,198421200
SPX.GI,标普500,1993-04-26,437,438.35,432.3,433.54,-0.008,0,185877900
SPX.GI,标普500,1993-04-27,433.52,438.02,433.14,438.01,0.0103,0,208962200
SPX.GI,标普500,1993-04-28,438.03,438.8,436.68,438.02,0,0,168151800
SPX.GI,标普500,1993-04-29,438,438.96,435.59,438.89,0.002,0,150650300
SPX.GI,标普500,1993-04-30,438.89,442.29,438.89,440.19,0.003,0,164200900
SPX.GI,标普500,1993-05-03,440.19,442.59,438.25,442.46,0.0052,0,150012200
SPX.GI,标普500,1993-05-04,442.58,445.19,442.45,444.05,0.0036,0,186254500
SPX.GI,标普500,1993-05-05,443.98,446.09,443.76,444.52,0.0011,0,213695100
SPX.GI,标普500,1993-05-06,444.6,444.81,442.9,443.26,-0.0028,0,183677400
SPX.GI,标普500,1993-05-07,443.28,443.7,441.69,442.31,-0.0021,0,156979500
SPX.GI,标普500,1993-05-10,442.34,445.42,442.05,442.8,0.0011,0,158832200
SPX.GI,标普500,1993-05-11,442.8,444.57,441.52,444.36,0.0035,0,154264500
SPX.GI,标普500,1993-05-12,444.32,445.16,442.87,444.8,0.001,0,165163800
SPX.GI,标普500,1993-05-13,444.75,444.75,439.23,439.23,-0.0125,0,185272600
SPX.GI,标普500,1993-05-14,439.21,439.82,438.1,439.56,0.0008,0,145123700
SPX.GI,标普500,1993-05-17,439.56,440.38,437.83,440.37,0.0018,0,148645700
SPX.GI,标普500,1993-05-18,440.39,441.26,437.95,440.32,-0.0001,0,184264500
SPX.GI,标普500,1993-05-19,440.32,447.86,436.86,447.57,0.0165,0,234965400
SPX.GI,标普500,1993-05-20,447.6,450.59,447.36,450.59,0.0067,0,204608500
SPX.GI,标普500,1993-05-21,450.59,450.59,444.89,445.84,-0.0105,0,190294300
SPX.GI,标普500,1993-05-24,445.83,448.44,445.26,448,0.0048,0,145588300
SPX.GI,标普500,1993-05-25,447.97,449.04,447.7,448.85,0.0019,0,160442200
SPX.GI,标普500,1993-05-26,448.82,453.51,448.82,453.44,0.0102,0,193302300
SPX.GI,标普500,1993-05-27,453.47,454.55,451.14,452.41,-0.0023,0,199158000
SPX.GI,标普500,1993-05-28,452.41,452.41,447.67,450.19,-0.0049,0,133917500
SPX.GI,标普500,1993-06-01,450.23,455.63,450.19,453.83,0.0081,0,155416300
SPX.GI,标普500,1993-06-02,453.83,454.53,452.68,453.85,0,0,158900300
SPX.GI,标普500,1993-06-03,453.84,453.85,451.12,452.49,-0.003,0,185390000
SPX.GI,标普500,1993-06-04,452.43,452.43,448.92,450.06,-0.0054,0,162410900
SPX.GI,标普500,1993-06-07,450.07,450.75,447.32,447.69,-0.0053,0,181872300
SPX.GI,标普500,1993-06-08,447.65,447.65,444.31,444.71,-0.0067,0,173351600
SPX.GI,标普500,1993-06-09,444.71,447.39,444.66,445.78,0.0024,0,177917800
SPX.GI,标普500,1993-06-10,445.78,446.22,444.09,445.38,-0.0009,0,166937000
SPX.GI,标普500,1993-06-11,445.38,448.19,445.38,447.26,0.0042,0,159552500
SPX.GI,标普500,1993-06-14,447.23,448.64,447.23,447.71,0.001,0,148773300
SPX.GI,标普500,1993-06-15,447.73,448.28,446.18,446.27,-0.0032,0,166727200
SPX.GI,标普500,1993-06-16,446.31,447.43,443.61,447.43,0.0026,0,205494800
SPX.GI,标普500,1993-06-17,447.43,448.98,446.91,448.54,0.0025,0,175724400
SPX.GI,标普500,1993-06-18,448.54,448.59,443.68,443.68,-0.0108,0,199117500
SPX.GI,标普500,1993-06-21,443.68,446.22,443.68,446.22,0.0057,0,156500100
SPX.GI,标普500,1993-06-22,446.25,446.29,444.94,445.93,-0.0006,0,171890200
SPX.GI,标普500,1993-06-23,445.96,445.96,443.19,443.19,-0.0061,0,182527500
SPX.GI,标普500,1993-06-24,443.04,447.21,442.5,446.62,0.0077,0,177223900
SPX.GI,标普500,1993-06-25,446.62,448.64,446.62,447.6,0.0022,0,147561500
SPX.GI,标普500,1993-06-28,447.6,451.9,447.6,451.85,0.0095,0,169327100
