代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
SPX.GI,标普500,1940-11-15,11.17,11.17,11.17,11.17,-0.0106,0,0
SPX.GI,标普500,1940-11-18,11.04,11.04,11.04,11.04,-0.0116,0,0
SPX.GI,标普500,1940-11-19,11.05,11.05,11.05,11.05,0.0009,0,0
SPX.GI,标普500,1940-11-20,10.79,10.79,10.79,10.79,-0.0235,0,0
SPX.GI,标普500,1940-11-22,10.79,10.79,10.79,10.79,0,0,0
SPX.GI,标普500,1940-11-25,10.79,10.79,10.79,10.79,0,0,0
SPX.GI,标普500,1940-11-26,10.76,10.76,10.76,10.76,-0.0028,0,0
SPX.GI,标普500,1940-11-27,10.56,10.56,10.56,10.56,-0.0186,0,0
SPX.GI,标普500,1940-11-28,10.56,10.56,10.56,10.56,0,0,0
SPX.GI,标普500,1940-11-29,10.57,10.57,10.57,10.57,0.0009,0,0
SPX.GI,标普500,1940-12-02,10.62,10.62,10.62,10.62,0.0047,0,0
SPX.GI,标普500,1940-12-03,10.58,10.58,10.58,10.58,-0.0038,0,0
SPX.GI,标普500,1940-12-04,10.58,10.58,10.58,10.58,0,0,0
SPX.GI,标普500,1940-12-05,10.51,10.51,10.51,10.51,-0.0066,0,0
SPX.GI,标普500,1940-12-06,10.53,10.53,10.53,10.53,0.0019,0,0
SPX.GI,标普500,1940-12-09,10.61,10.61,10.61,10.61,0.0076,0,0
SPX.GI,标普500,1940-12-10,10.61,10.61,10.61,10.61,0,0,0
SPX.GI,标普500,1940-12-11,10.63,10.63,10.63,10.63,0.0019,0,0
SPX.GI,标普500,1940-12-12,10.67,10.67,10.67,10.67,0.0038,0,0
SPX.GI,标普500,1940-12-13,10.69,10.69,10.69,10.69,0.0019,0,0
SPX.GI,标普500,1940-12-16,10.58,10.58,10.58,10.58,-0.0103,0,0
SPX.GI,标普500,1940-12-17,10.54,10.54,10.54,10.54,-0.0038,0,0
SPX.GI,标普500,1940-12-18,10.44,10.44,10.44,10.44,-0.0095,0,0
SPX.GI,标普500,1940-12-19,10.4,10.4,10.4,10.4,-0.0038,0,0
SPX.GI,标普500,1940-12-20,10.41,10.41,10.41,10.41,0.001,0,0
SPX.GI,标普500,1940-12-23,10.38,10.38,10.38,10.38,-0.0029,0,0
SPX.GI,标普500,1940-12-24,10.4,10.4,10.4,10.4,0.0019,0,0
SPX.GI,标普500,1940-12-26,10.39,10.39,10.39,10.39,-0.001,0,0
SPX.GI,标普500,1940-12-27,10.44,10.44,10.44,10.44,0.0048,0,0
SPX.GI,标普500,1940-12-30,10.57,10.57,10.57,10.57,0.0125,0,0
SPX.GI,标普500,1940-12-31,10.58,10.58,10.58,10.58,0.0009,0,0
SPX.GI,标普500,1941-01-02,10.48,10.48,10.48,10.48,-0.0095,0,0
SPX.GI,标普500,1941-01-03,10.72,10.72,10.72,10.72,0.0229,0,0
SPX.GI,标普500,1941-01-06,10.74,10.74,10.74,10.74,0.0019,0,0
SPX.GI,标普500,1941-01-07,10.75,10.75,10.75,10.75,0.0009,0,0
SPX.GI,标普500,1941-01-08,10.77,10.77,10.77,10.77,0.0019,0,0
SPX.GI,标普500,1941-01-09,10.83,10.83,10.83,10.83,0.0056,0,0
SPX.GI,标普500,1941-01-10,10.86,10.86,10.86,10.86,0.0028,0,0
SPX.GI,标普500,1941-01-13,10.82,10.82,10.82,10.82,-0.0037,0,0
SPX.GI,标普500,1941-01-14,10.76,10.76,10.76,10.76,-0.0055,0,0
SPX.GI,标普500,1941-01-15,10.67,10.67,10.67,10.67,-0.0084,0,0
SPX.GI,标普500,1941-01-16,10.54,10.54,10.54,10.54,-0.0122,0,0
SPX.GI,标普500,1941-01-17,10.52,10.52,10.52,10.52,-0.0019,0,0
SPX.GI,标普500,1941-01-20,10.47,10.47,10.47,10.47,-0.0048,0,0
SPX.GI,标普500,1941-01-21,10.37,10.37,10.37,10.37,-0.0096,0,0
SPX.GI,标普500,1941-01-22,10.43,10.43,10.43,10.43,0.0058,0,0
SPX.GI,标普500,1941-01-23,10.42,10.42,10.42,10.42,-0.001,0,0
SPX.GI,标普500,1941-01-24,10.45,10.45,10.45,10.45,0.0029,0,0
SPX.GI,标普500,1941-01-27,10.49,10.49,10.49,10.49,0.0038,0,0
SPX.GI,标普500,1941-01-28,10.43,10.43,10.43,10.43,-0.0057,0,0
SPX.GI,标普500,1941-01-29,10.22,10.22,10.22,10.22,-0.0201,0,0
SPX.GI,标普500,1941-01-30,10.04,10.04,10.04,10.04,-0.0176,0,0
SPX.GI,标普500,1941-01-31,10.07,10.07,10.07,10.07,0.003,0,0
SPX.GI,标普500,1941-02-03,9.96,9.96,9.96,9.96,-0.0109,0,0
SPX.GI,标普500,1941-02-04,9.97,9.97,9.97,9.97,0.001,0,0
SPX.GI,标普500,1941-02-05,10.15,10.15,10.15,10.15,0.0181,0,0
SPX.GI,标普500,1941-02-06,10.19,10.19,10.19,10.19,0.0039,0,0
SPX.GI,标普500,1941-02-07,10.16,10.16,10.16,10.16,-0.0029,0,0
SPX.GI,标普500,1941-02-10,10.15,10.15,10.15,10.15,-0.001,0,0
SPX.GI,标普500,1941-02-11,9.98,9.98,9.98,9.98,-0.0167,0,0
SPX.GI,标普500,1941-02-13,9.84,9.84,9.84,9.84,-0.014,0,0
SPX.GI,标普500,1941-02-14,9.53,9.53,9.53,9.53,-0.0315,0,0
SPX.GI,标普500,1941-02-17,9.65,9.65,9.65,9.65,0.0126,0,0
SPX.GI,标普500,1941-02-18,9.63,9.63,9.63,9.63,-0.0021,0,0
SPX.GI,标普500,1941-02-19,9.55,9.55,9.55,9.55,-0.0083,0,0
SPX.GI,标普500,1941-02-20,9.72,9.72,9.72,9.72,0.0178,0,0
SPX.GI,标普500,1941-02-21,9.76,9.76,9.76,9.76,0.0041,0,0
SPX.GI,标普500,1941-02-24,9.84,9.84,9.84,9.84,0.0082,0,0
SPX.GI,标普500,1941-02-25,9.93,9.93,9.93,9.93,0.0091,0,0
SPX.GI,标普500,1941-02-26,9.95,9.95,9.95,9.95,0.002,0,0
SPX.GI,标普500,1941-02-27,9.88,9.88,9.88,9.88,-0.007,0,0
SPX.GI,标普500,1941-02-28,9.92,9.92,9.92,9.92,0.004,0,0
SPX.GI,标普500,1941-03-03,9.77,9.77,9.77,9.77,-0.0151,0,0
SPX.GI,标普500,1941-03-04,9.82,9.82,9.82,9.82,0.0051,0,0
SPX.GI,标普500,1941-03-05,9.76,9.76,9.76,9.76,-0.0061,0,0
SPX.GI,标普500,1941-03-06,9.95,9.95,9.95,9.95,0.0195,0,0
SPX.GI,标普500,1941-03-07,9.9,9.9,9.9,9.9,-0.005,0,0
SPX.GI,标普500,1941-03-10,10.1,10.1,10.1,10.1,0.0202,0,0
SPX.GI,标普500,1941-03-11,10.02,10.02,10.02,10.02,-0.0079,0,0
SPX.GI,标普500,1941-03-12,10.02,10.02,10.02,10.02,0,0,0
SPX.GI,标普500,1941-03-13,9.97,9.97,9.97,9.97,-0.005,0,0
SPX.GI,标普500,1941-03-14,9.98,9.98,9.98,9.98,0.001,0,0
SPX.GI,标普500,1941-03-17,10.03,10.03,10.03,10.03,0.005,0,0
SPX.GI,标普500,1941-03-18,10.07,10.07,10.07,10.07,0.004,0,0
SPX.GI,标普500,1941-03-19,10.01,10.01,10.01,10.01,-0.006,0,0
SPX.GI,标普500,1941-03-20,10.02,10.02,10.02,10.02,0.001,0,0
SPX.GI,标普500,1941-03-21,9.93,9.93,9.93,9.93,-0.009,0,0
SPX.GI,标普500,1941-03-24,9.92,9.92,9.92,9.92,-0.001,0,0
SPX.GI,标普500,1941-03-25,9.96,9.96,9.96,9.96,0.004,0,0
SPX.GI,标普500,1941-03-26,9.93,9.93,9.93,9.93,-0.003,0,0
SPX.GI,标普500,1941-03-27,10.01,10.01,10.01,10.01,0.0081,0,0
SPX.GI,标普500,1941-03-28,9.94,9.94,9.94,9.94,-0.007,0,0
SPX.GI,标普500,1941-03-31,9.96,9.96,9.96,9.96,0.002,0,0
SPX.GI,标普500,1941-04-01,9.97,9.97,9.97,9.97,0.001,0,0
SPX.GI,标普500,1941-04-02,10.01,10.01,10.01,10.01,0.004,0,0
SPX.GI,标普500,1941-04-03,10.16,10.16,10.16,10.16,0.015,0,0
SPX.GI,标普500,1941-04-04,10.14,10.14,10.14,10.14,-0.002,0,0
SPX.GI,标普500,1941-04-07,10.05,10.05,10.05,10.05,-0.0089,0,0
SPX.GI,标普500,1941-04-08,9.84,9.84,9.84,9.84,-0.0209,0,0
SPX.GI,标普500,1941-04-09,9.7,9.7,9.7,9.7,-0.0142,0,0
SPX.GI,标普500,1941-04-10,9.69,9.69,9.69,9.69,-0.001,0,0
SPX.GI,标普500,1941-04-14,9.62,9.62,9.62,9.62,-0.0072,0,0
SPX.GI,标普500,1941-04-15,9.59,9.59,9.59,9.59,-0.0031,0,0
SPX.GI,标普500,1941-04-16,9.59,9.59,9.59,9.59,0,0,0
SPX.GI,标普500,1941-04-17,9.54,9.54,9.54,9.54,-0.0052,0,0
SPX.GI,标普500,1941-04-18,9.4,9.4,9.4,9.4,-0.0147,0,0
SPX.GI,标普500,1941-04-21,9.37,9.37,9.37,9.37,-0.0032,0,0
SPX.GI,标普500,1941-04-22,9.32,9.32,9.32,9.32,-0.0053,0,0
SPX.GI,标普500,1941-04-23,9.43,9.43,9.43,9.43,0.0118,0,0
SPX.GI,标普500,1941-04-24,9.47,9.47,9.47,9.47,0.0042,0,0
SPX.GI,标普500,1941-04-25,9.4,9.4,9.4,9.4,-0.0074,0,0
SPX.GI,标普500,1941-04-28,9.42,9.42,9.42,9.42,0.0021,0,0
SPX.GI,标普500,1941-04-29,9.44,9.44,9.44,9.44,0.0021,0,0
SPX.GI,标普500,1941-04-30,9.31,9.31,9.31,9.31,-0.0138,0,0
SPX.GI,标普500,1941-05-01,9.3,9.3,9.3,9.3,-0.0011,0,0
SPX.GI,标普500,1941-05-02,9.33,9.33,9.33,9.33,0.0032,0,0
SPX.GI,标普500,1941-05-05,9.34,9.34,9.34,9.34,0.0011,0,0
SPX.GI,标普500,1941-05-06,9.5,9.5,9.5,9.5,0.0171,0,0
SPX.GI,标普500,1941-05-07,9.47,9.47,9.47,9.47,-0.0032,0,0
SPX.GI,标普500,1941-05-08,9.45,9.45,9.45,9.45,-0.0021,0,0
SPX.GI,标普500,1941-05-09,9.45,9.45,9.45,9.45,0,0,0
SPX.GI,标普500,1941-05-12,9.56,9.56,9.56,9.56,0.0116,0,0
SPX.GI,标普500,1941-05-13,9.56,9.56,9.56,9.56,0,0,0
SPX.GI,标普500,1941-05-14,9.49,9.49,9.49,9.49,-0.0073,0,0
SPX.GI,标普500,1941-05-15,9.33,9.33,9.33,9.33,-0.0169,0,0
SPX.GI,标普500,1941-05-16,9.35,9.35,9.35,9.35,0.0021,0,0
SPX.GI,标普500,1941-05-19,9.4,9.4,9.4,9.4,0.0053,0,0
SPX.GI,标普500,1941-05-20,9.56,9.56,9.56,9.56,0.017,0,0
SPX.GI,标普500,1941-05-21,9.55,9.55,9.55,9.55,-0.001,0,0
SPX.GI,标普500,1941-05-22,9.44,9.44,9.44,9.44,-0.0115,0,0
SPX.GI,标普500,1941-05-23,9.44,9.44,9.44,9.44,0,0,0
SPX.GI,标普500,1941-05-26,9.33,9.33,9.33,9.33,-0.0117,0,0
SPX.GI,标普500,1941-05-27,9.39,9.39,9.39,9.39,0.0064,0,0
SPX.GI,标普500,1941-05-28,9.39,9.39,9.39,9.39,0,0,0
SPX.GI,标普500,1941-05-29,9.38,9.38,9.38,9.38,-0.0011,0,0
SPX.GI,标普500,1941-06-02,9.36,9.36,9.36,9.36,-0.0021,0,0
SPX.GI,标普500,1941-06-03,9.47,9.47,9.47,9.47,0.0118,0,0
SPX.GI,标普500,1941-06-04,9.46,9.46,9.46,9.46,-0.0011,0,0
SPX.GI,标普500,1941-06-05,9.5,9.5,9.5,9.5,0.0042,0,0
SPX.GI,标普500,1941-06-06,9.49,9.49,9.49,9.49,-0.0011,0,0
SPX.GI,标普500,1941-06-09,9.66,9.66,9.66,9.66,0.0179,0,0
SPX.GI,标普500,1941-06-10,9.82,9.82,9.82,9.82,0.0166,0,0
SPX.GI,标普500,1941-06-11,9.82,9.82,9.82,9.82,0,0,0
SPX.GI,标普500,1941-06-12,9.87,9.87,9.87,9.87,0.0051,0,0
SPX.GI,标普500,1941-06-13,9.85,9.85,9.85,9.85,-0.002,0,0
SPX.GI,标普500,1941-06-16,9.81,9.81,9.81,9.81,-0.0041,0,0
SPX.GI,标普500,1941-06-17,9.89,9.89,9.89,9.89,0.0082,0,0
SPX.GI,标普500,1941-06-18,9.9,9.9,9.9,9.9,0.001,0,0
SPX.GI,标普500,1941-06-19,9.88,9.88,9.88,9.88,-0.002,0,0
SPX.GI,标普500,1941-06-20,9.76,9.76,9.76,9.76,-0.0121,0,0
SPX.GI,标普500,1941-06-23,9.95,9.95,9.95,9.95,0.0195,0,0
SPX.GI,标普500,1941-06-24,9.88,9.88,9.88,9.88,-0.007,0,0
SPX.GI,标普500,1941-06-25,9.9,9.9,9.9,9.9,0.002,0,0
SPX.GI,标普500,1941-06-26,9.94,9.94,9.94,9.94,0.004,0,0
SPX.GI,标普500,1941-06-27,9.89,9.89,9.89,9.89,-0.005,0,0
SPX.GI,标普500,1941-06-30,9.85,9.85,9.85,9.85,-0.004,0,0
SPX.GI,标普500,1941-07-01,9.82,9.82,9.82,9.82,-0.003,0,0
SPX.GI,标普500,1941-07-02,9.89,9.89,9.89,9.89,0.0071,0,0
SPX.GI,标普500,1941-07-03,9.91,9.91,9.91,9.91,0.002,0,0
SPX.GI,标普500,1941-07-07,10.09,10.09,10.09,10.09,0.0182,0,0
SPX.GI,标普500,1941-07-08,10.28,10.28,10.28,10.28,0.0188,0,0
SPX.GI,标普500,1941-07-09,10.28,10.28,10.28,10.28,0,0,0
SPX.GI,标普500,1941-07-10,10.31,10.31,10.31,10.31,0.0029,0,0
SPX.GI,标普500,1941-07-11,10.28,10.28,10.28,10.28,-0.0029,0,0
SPX.GI,标普500,1941-07-14,10.3,10.3,10.3,10.3,0.0019,0,0
SPX.GI,标普500,1941-07-15,10.33,10.33,10.33,10.33,0.0029,0,0
SPX.GI,标普500,1941-07-16,10.28,10.28,10.28,10.28,-0.0048,0,0
SPX.GI,标普500,1941-07-17,10.21,10.21,10.21,10.21,-0.0068,0,0
SPX.GI,标普500,1941-07-18,10.25,10.25,10.25,10.25,0.0039,0,0
SPX.GI,标普500,1941-07-21,10.46,10.46,10.46,10.46,0.0205,0,0
SPX.GI,标普500,1941-07-22,10.45,10.45,10.45,10.45,-0.001,0,0
SPX.GI,标普500,1941-07-23,10.42,10.42,10.42,10.42,-0.0029,0,0
SPX.GI,标普500,1941-07-24,10.36,10.36,10.36,10.36,-0.0058,0,0
SPX.GI,标普500,1941-07-25,10.34,10.34,10.34,10.34,-0.0019,0,0
SPX.GI,标普500,1941-07-28,10.47,10.47,10.47,10.47,0.0126,0,0
SPX.GI,标普500,1941-07-29,10.45,10.45,10.45,10.45,-0.0019,0,0
SPX.GI,标普500,1941-07-30,10.4,10.4,10.4,10.4,-0.0048,0,0
SPX.GI,标普500,1941-07-31,10.39,10.39,10.39,10.39,-0.001,0,0
SPX.GI,标普500,1941-08-01,10.34,10.34,10.34,10.34,-0.0048,0,0
SPX.GI,标普500,1941-08-04,10.36,10.36,10.36,10.36,0.0019,0,0
SPX.GI,标普500,1941-08-05,10.36,10.36,10.36,10.36,0,0,0
SPX.GI,标普500,1941-08-06,10.36,10.36,10.36,10.36,0,0,0
SPX.GI,标普500,1941-08-07,10.34,10.34,10.34,10.34,-0.0019,0,0
SPX.GI,标普500,1941-08-08,10.23,10.23,10.23,10.23,-0.0106,0,0
SPX.GI,标普500,1941-08-11,10.14,10.14,10.14,10.14,-0.0088,0,0
SPX.GI,标普500,1941-08-12,10.14,10.14,10.14,10.14,0,0,0
SPX.GI,标普500,1941-08-13,10.09,10.09,10.09,10.09,-0.0049,0,0
SPX.GI,标普500,1941-08-14,10.13,10.13,10.13,10.13,0.004,0,0
SPX.GI,标普500,1941-08-15,10.03,10.03,10.03,10.03,-0.0099,0,0
SPX.GI,标普500,1941-08-18,10.13,10.13,10.13,10.13,0.01,0,0
SPX.GI,标普500,1941-08-19,10.14,10.14,10.14,10.14,0.001,0,0
SPX.GI,标普500,1941-08-20,10.18,10.18,10.18,10.18,0.0039,0,0
SPX.GI,标普500,1941-08-21,10.17,10.17,10.17,10.17,-0.001,0,0
SPX.GI,标普500,1941-08-22,10.15,10.15,10.15,10.15,-0.002,0,0
SPX.GI,标普500,1941-08-25,10.17,10.17,10.17,10.17,0.002,0,0
SPX.GI,标普500,1941-08-26,10.25,10.25,10.25,10.25,0.0079,0,0
SPX.GI,标普500,1941-08-27,10.26,10.26,10.26,10.26,0.001,0,0
SPX.GI,标普500,1941-08-28,10.29,10.29,10.29,10.29,0.0029,0,0
SPX.GI,标普500,1941-08-29,10.28,10.28,10.28,10.28,-0.001,0,0
SPX.GI,标普500,1941-09-02,10.34,10.34,10.34,10.34,0.0058,0,0
SPX.GI,标普500,1941-09-03,10.27,10.27,10.27,10.27,-0.0068,0,0
SPX.GI,标普500,1941-09-04,10.24,10.24,10.24,10.24,-0.0029,0,0
SPX.GI,标普500,1941-09-05,10.21,10.21,10.21,10.21,-0.0029,0,0
SPX.GI,标普500,1941-09-08,10.23,10.23,10.23,10.23,0.002,0,0
SPX.GI,标普500,1941-09-09,10.2,10.2,10.2,10.2,-0.0029,0,0
SPX.GI,标普500,1941-09-10,10.12,10.12,10.12,10.12,-0.0078,0,0
SPX.GI,标普500,1941-09-11,10.23,10.23,10.23,10.23,0.0109,0,0
SPX.GI,标普500,1941-09-12,10.23,10.23,10.23,10.23,0,0,0
SPX.GI,标普500,1941-09-15,10.24,10.24,10.24,10.24,0.001,0,0
SPX.GI,标普500,1941-09-16,10.29,10.29,10.29,10.29,0.0049,0,0
SPX.GI,标普500,1941-09-17,10.47,10.47,10.47,10.47,0.0175,0,0
SPX.GI,标普500,1941-09-18,10.39,10.39,10.39,10.39,-0.0076,0,0
SPX.GI,标普500,1941-09-19,10.29,10.29,10.29,10.29,-0.0096,0,0
SPX.GI,标普500,1941-09-22,10.28,10.28,10.28,10.28,-0.001,0,0
SPX.GI,标普500,1941-09-23,10.32,10.32,10.32,10.32,0.0039,0,0
SPX.GI,标普500,1941-09-24,10.25,10.25,10.25,10.25,-0.0068,0,0
SPX.GI,标普500,1941-09-25,10.12,10.12,10.12,10.12,-0.0127,0,0
SPX.GI,标普500,1941-09-26,10.09,10.09,10.09,10.09,-0.003,0,0
SPX.GI,标普500,1941-09-29,10.13,10.13,10.13,10.13,0.004,0,0
SPX.GI,标普500,1941-09-30,10.2,10.2,10.2,10.2,0.0069,0,0
SPX.GI,标普500,1941-10-01,10.17,10.17,10.17,10.17,-0.0029,0,0
SPX.GI,标普500,1941-10-02,10.14,10.14,10.14,10.14,-0.0029,0,0
SPX.GI,标普500,1941-10-03,10.13,10.13,10.13,10.13,-0.001,0,0
SPX.GI,标普500,1941-10-06,10.12,10.12,10.12,10.12,-0.001,0,0
SPX.GI,标普500,1941-10-07,10,10,10,10,-0.0119,0,0
SPX.GI,标普500,1941-10-08,9.98,9.98,9.98,9.98,-0.002,0,0
SPX.GI,标普500,1941-10-09,9.84,9.84,9.84,9.84,-0.014,0,0
SPX.GI,标普500,1941-10-10,9.84,9.84,9.84,9.84,0,0,0
SPX.GI,标普500,1941-10-14,9.78,9.78,9.78,9.78,-0.0061,0,0
SPX.GI,标普500,1941-10-15,9.72,9.72,9.72,9.72,-0.0061,0,0
SPX.GI,标普500,1941-10-16,9.58,9.58,9.58,9.58,-0.0144,0,0
SPX.GI,标普500,1941-10-17,9.62,9.62,9.62,9.62,0.0042,0,0
SPX.GI,标普500,1941-10-20,9.71,9.71,9.71,9.71,0.0094,0,0
SPX.GI,标普500,1941-10-21,9.8,9.8,9.8,9.8,0.0093,0,0
SPX.GI,标普500,1941-10-22,9.76,9.76,9.76,9.76,-0.0041,0,0
SPX.GI,标普500,1941-10-23,9.77,9.77,9.77,9.77,0.001,0,0
SPX.GI,标普500,1941-10-24,9.82,9.82,9.82,9.82,0.0051,0,0
SPX.GI,标普500,1941-10-27,9.66,9.66,9.66,9.66,-0.0163,0,0
SPX.GI,标普500,1941-10-28,9.65,9.65,9.65,9.65,-0.001,0,0
SPX.GI,标普500,1941-10-29,9.62,9.62,9.62,9.62,-0.0031,0,0
SPX.GI,标普500,1941-10-30,9.62,9.62,9.62,9.62,0,0,0
SPX.GI,标普500,1941-10-31,9.5,9.5,9.5,9.5,-0.0125,0,0
SPX.GI,标普500,1941-11-03,9.59,9.59,9.59,9.59,0.0095,0,0
SPX.GI,标普500,1941-11-05,9.66,9.66,9.66,9.66,0.0073,0,0
SPX.GI,标普500,1941-11-06,9.58,9.58,9.58,9.58,-0.0083,0,0
SPX.GI,标普500,1941-11-07,9.55,9.55,9.55,9.55,-0.0031,0,0
SPX.GI,标普500,1941-11-10,9.48,9.48,9.48,9.48,-0.0073,0,0
SPX.GI,标普500,1941-11-12,9.26,9.26,9.26,9.26,-0.0232,0,0
SPX.GI,标普500,1941-11-13,9.21,9.21,9.21,9.21,-0.0054,0,0
SPX.GI,标普500,1941-11-14,9.3,9.3,9.3,9.3,0.0098,0,0
SPX.GI,标普500,1941-11-17,9.28,9.28,9.28,9.28,-0.0022,0,0
SPX.GI,标普500,1941-11-18,9.26,9.26,9.26,9.26,-0.0022,0,0
SPX.GI,标普500,1941-11-19,9.34,9.34,9.34,9.34,0.0086,0,0
SPX.GI,标普500,1941-11-21,9.38,9.38,9.38,9.38,0.0043,0,0
SPX.GI,标普500,1941-11-24,9.4,9.4,9.4,9.4,0.0021,0,0
SPX.GI,标普500,1941-11-25,9.35,9.35,9.35,9.35,-0.0053,0,0
SPX.GI,标普500,1941-11-26,9.27,9.27,9.27,9.27,-0.0086,0,0
SPX.GI,标普500,1941-11-27,9.21,9.21,9.21,9.21,-0.0065,0,0
SPX.GI,标普500,1941-11-28,9.12,9.12,9.12,9.12,-0.0098,0,0
SPX.GI,标普500,1941-12-01,9.07,9.07,9.07,9.07,-0.0055,0,0
SPX.GI,标普500,1941-12-02,9.26,9.26,9.26,9.26,0.0209,0,0
SPX.GI,标普500,1941-12-03,9.36,9.36,9.36,9.36,0.0108,0,0
SPX.GI,标普500,1941-12-04,9.38,9.38,9.38,9.38,0.0021,0,0
SPX.GI,标普500,1941-12-05,9.32,9.32,9.32,9.32,-0.0064,0,0
SPX.GI,标普500,1941-12-08,8.97,8.97,8.97,8.97,-0.0376,0,0
SPX.GI,标普500,1941-12-09,8.68,8.68,8.68,8.68,-0.0323,0,0
SPX.GI,标普500,1941-12-10,8.68,8.68,8.68,8.68,0,0,0
SPX.GI,标普500,1941-12-11,8.82,8.82,8.82,8.82,0.0161,0,0
SPX.GI,标普500,1941-12-12,8.73,8.73,8.73,8.73,-0.0102,0,0
SPX.GI,标普500,1941-12-15,8.73,8.73,8.73,8.73,0,0,0
SPX.GI,标普500,1941-12-16,8.71,8.71,8.71,8.71,-0.0023,0,0
SPX.GI,标普500,1941-12-17,8.57,8.57,8.57,8.57,-0.0161,0,0
SPX.GI,标普500,1941-12-18,8.49,8.49,8.49,8.49,-0.0093,0,0
SPX.GI,标普500,1941-12-19,8.49,8.49,8.49,8.49,0,0,0
SPX.GI,标普500,1941-12-22,8.4,8.4,8.4,8.4,-0.0106,0,0
SPX.GI,标普500,1941-12-23,8.38,8.38,8.38,8.38,-0.0024,0,0
SPX.GI,标普500,1941-12-24,8.39,8.39,8.39,8.39,0.0012,0,0
SPX.GI,标普500,1941-12-26,8.42,8.42,8.42,8.42,0.0036,0,0
SPX.GI,标普500,1941-12-29,8.37,8.37,8.37,8.37,-0.0059,0,0
SPX.GI,标普500,1941-12-30,8.74,8.74,8.74,8.74,0.0442,0,0
SPX.GI,标普500,1941-12-31,8.69,8.69,8.69,8.69,-0.0057,0,0
SPX.GI,标普500,1942-01-02,8.89,8.89,8.89,8.89,0.023,0,0
SPX.GI,标普500,1942-01-05,9.09,9.09,9.09,9.09,0.0225,0,0
SPX.GI,标普500,1942-01-06,9.05,9.05,9.05,9.05,-0.0044,0,0
SPX.GI,标普500,1942-01-07,9,9,9,9,-0.0055,0,0
SPX.GI,标普500,1942-01-08,8.88,8.88,8.88,8.88,-0.0133,0,0
SPX.GI,标普500,1942-01-09,8.85,8.85,8.85,8.85,-0.0034,0,0
SPX.GI,标普500,1942-01-12,8.84,8.84,8.84,8.84,-0.0011,0,0
SPX.GI,标普500,1942-01-13,9.02,9.02,9.02,9.02,0.0204,0,0
SPX.GI,标普500,1942-01-14,9.02,9.02,9.02,9.02,0,0,0
SPX.GI,标普500,1942-01-15,9.04,9.04,9.04,9.04,0.0022,0,0
SPX.GI,标普500,1942-01-16,8.96,8.96,8.96,8.96,-0.0088,0,0
SPX.GI,标普500,1942-01-19,8.96,8.96,8.96,8.96,0,0,0
SPX.GI,标普500,1942-01-20,8.94,8.94,8.94,8.94,-0.0022,0,0
SPX.GI,标普500,1942-01-21,8.81,8.81,8.81,8.81,-0.0145,0,0
SPX.GI,标普500,1942-01-22,8.81,8.81,8.81,8.81,0,0,0
SPX.GI,标普500,1942-01-23,8.84,8.84,8.84,8.84,0.0034,0,0
SPX.GI,标普500,1942-01-26,8.97,8.97,8.97,8.97,0.0147,0,0
SPX.GI,标普500,1942-01-27,8.99,8.99,8.99,8.99,0.0022,0,0
SPX.GI,标普500,1942-01-28,8.93,8.93,8.93,8.93,-0.0067,0,0
SPX.GI,标普500,1942-01-29,8.91,8.91,8.91,8.91,-0.0022,0,0
SPX.GI,标普500,1942-01-30,8.85,8.85,8.85,8.85,-0.0067,0,0
SPX.GI,标普500,1942-02-02,8.84,8.84,8.84,8.84,-0.0011,0,0
SPX.GI,标普500,1942-02-03,8.9,8.9,8.9,8.9,0.0068,0,0
SPX.GI,标普500,1942-02-04,8.97,8.97,8.97,8.97,0.0079,0,0
SPX.GI,标普500,1942-02-05,8.95,8.95,8.95,8.95,-0.0022,0,0
SPX.GI,标普500,1942-02-06,8.85,8.85,8.85,8.85,-0.0112,0,0
SPX.GI,标普500,1942-02-09,8.74,8.74,8.74,8.74,-0.0124,0,0
SPX.GI,标普500,1942-02-10,8.62,8.62,8.62,8.62,-0.0137,0,0
SPX.GI,标普500,1942-02-11,8.6,8.6,8.6,8.6,-0.0023,0,0
SPX.GI,标普500,1942-02-13,8.62,8.62,8.62,8.62,0.0023,0,0
SPX.GI,标普500,1942-02-16,8.65,8.65,8.65,8.65,0.0035,0,0
SPX.GI,标普500,1942-02-17,8.49,8.49,8.49,8.49,-0.0185,0,0
SPX.GI,标普500,1942-02-18,8.48,8.48,8.48,8.48,-0.0012,0,0
SPX.GI,标普500,1942-02-19,8.5,8.5,8.5,8.5,0.0024,0,0
SPX.GI,标普500,1942-02-20,8.47,8.47,8.47,8.47,-0.0035,0,0
SPX.GI,标普500,1942-02-24,8.52,8.52,8.52,8.52,0.0059,0,0
SPX.GI,标普500,1942-02-25,8.46,8.46,8.46,8.46,-0.007,0,0
SPX.GI,标普500,1942-02-26,8.52,8.52,8.52,8.52,0.0071,0,0
SPX.GI,标普500,1942-02-27,8.59,8.59,8.59,8.59,0.0082,0,0
SPX.GI,标普500,1942-03-02,8.47,8.47,8.47,8.47,-0.014,0,0
SPX.GI,标普500,1942-03-03,8.6,8.6,8.6,8.6,0.0153,0,0
SPX.GI,标普500,1942-03-04,8.51,8.51,8.51,8.51,-0.0105,0,0
